title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Predictors of the effects of online negative mood induction on mood,"Peet, Jori van der","['Jans, L.A.W.', 'Son, D.M.E. van']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Negative mood induction', 'MIP', 'predictors']"
Ondersteuningscontext van clienten met een VG ZZP 6 of een VG ZZP 7: Een onderzoek naar de ondersteuningscontext op microniveau,"Hermsen, Marieke","['Dijkxhoorn, Y.M.', 'Wulms, G.H.A.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Emotional valence influences navigational ability: spatial experience as a modulator?,"Eltringham, Emma","['Ham, C.J.M.', 'Schakel, L.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
An exploratory study of teachers’ patterns of data inspection when viewing Curriculum-Based Measurement progress-monitoring graphs,"Boender, Priscilla","['Espin, C.A.', 'Sikkema-de Jong, T.M.']",2016,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,,
"Het effect van tekstpresentatie op tekstbegrip: De rol van klassiek lezen, non-regressies, non-saccades, en zelfgekozen en gedwongen leessnelheid","Janssen, Emmie","['Bakker-van den Berg, A.S. van den', 'Koornneef, A.W.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
SoundCloud community: The imaginary heaven of independence,"Bergmans, Bente Ingeborg","['Barendregt, B.A.', 'Maaker, E. de']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
"Vacation reminiscence, DRAMMA and recovery: The effects of vacation reminiscence on recovery from stress and how DRAMMA mechanisms influence the process","Lamers, E.A.","['Doef, M.P. van der', 'Versluis, A.', 'Bloom, J. de']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Recovery', 'vacation reminiscence', 'experiment']"
Discussing disciplines; Anthropology for a better and more connected business world,"Smit, Matthijs","['Bähre, E.', 'Florusbosch, J.H.J.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
The role of the New York Times in the securitization process of Iraq in 2003,"Faez, Soraia","['Reinold, T.S.']",2016,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
De relatie tussen executief functioneren en kwaliteit van leven bij adolescenten met hoog functionerend autisme en de rol van competentiebeleving hierin,"Bentum, Sanne van","['Ziermans, T.B.', 'Dijkhuis, R.R.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The degree of aggressive and rule-breaking behaviour in relation to emotion-based decision making: A study focused on an adolescent population with heightened risk of developing a psychiatric disorder in adulthood,"Drift, Lisa van der","['Habers, G.E.A.', 'Hiele, K. van der', 'Jaarsveld, S. van']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Emotion-based decision making', 'adolescence', 'aggressive behaviour', 'rule-breaking behaviour']"
De samenhang tussen ADHD-symptomen en slaapproblemen en emotionele problemen bij kinderen,"Neven, Nelleke","['Kuiper, K.C.', 'Huijbregts, S.C.J.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Gekozen of benoemd: Maakt het verschil? Een onderzoek naar opvolgingen van Nederlandse politiek leiders,"Stikvoort, Sjoerd","['Heine, J.A.H.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
De persoonlijkheid van pestende adolescente meisjes: Een inzicht volgens de Big Five en de Dark Triad,"Oudshoorn, Bobby","['Goemans, A.', 'Geel, M. van']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The effect of emotional abuse on the severity and treatment of PTSD symptoms in adolescents,"Hoeboer, Chris M.","['Elzinga, B.M.', 'Spinhoven, P.']",2016,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Risico nemen? Think twice! De invloed van sociale status en leeftijdsgenoten op het risicogedrag van adolescenten van 13 tot 16 jaar.,"Yildirim, Onur","['Steinmann, L.J.', 'Zanolie, C.K.K.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Belonen, extrinsieke motivatie en creativiteit: Onderzoek naar het effect van zelfbeeld en het niveau van belonen op de relatie tussen prestatie-contingent belonen en creatieve prestaties","Ruijgrok, Sophie","['Sligte, D.J.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"De relatie tussen sociaal inlevingsvermogen en academische prestatie na coöperatief leren en de voorspellende waarde van leesbegrip, leesmotivatie en sociaal inlevingsvermogen op de academische prestatie na coöperatief leren van leerlingen uit groep zeven","Dussen, Anne van der","['Mouw, J.M.', 'Leijenhorst, L. van']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
International parliamentary assemblies: Voting cohesion among Eurosceptics in the European Parliament,"Wolfert, Joni","['Louwerse, T.P.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Self-efficacy, verveling en mindfulness als voorspellers van actief uitstelgedrag","Hoorens, Yvonne","['Kouwenhoven, C.S.F.', 'Leijenhorst, L. van']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Dialogical mindfulness in psychosynthesis: Understanding mental health as a process of personal growth,"Böge, Kerem","['Krause-Utz, A.D.', 'Mouthaan, J.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De invloed van ouderlijke stress en executief functioneren op het externaliserende probleemgedrag van 2,5 jaar oude peuters","Meer, Milou van der","['Huijbregts, S.C.J.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The relationship between the rest-activity rhythm and cognition in institutionalized elderly with dementia,"Have, Brenda ten","['Habers, G.E.A.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Is a circle graph more effective at visualizing uncertainty than a bar chart with error bars?,"Zitman, Fabian","['Haazebroek, P.', 'Olfers, K.J.F.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of missingness on the clustered bootstrap and the multilevel analysis,"Akkabi, Fatima","['Deen, M.L.', 'Rooij, M.J. de']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De invloed van inlevingsvermogen op coöperatief leren: De rol van inlevingsvermogen op de academische prestatie na coöperatief leren,"Noordzij, Lisanne","['Mouw, J.M.', 'Leijenhorst, L. van']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Wat is de rol van een individueel Kamerlid bij het tot stand komen van een partijstandpunt op het gebied van buitenlandse zaken?,"Koning, Fabian de","['Mickler, T.A.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
"‘Today’s youth: Do they even care?’ : Researching attitudes, empathy and anxiety in the context of young people wanting to help the elderly","oosterhuis, Misha","['Leeuwen, E.A.C. van', 'Blaker, N.M.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Longitudinaal onderzoek naar de ontwikkelingen van empathie bij kinderen met een Autisme Spectrum stoornis,"Mijnsbergen, Eva","['Li, B.', 'Fincan, S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Beyond the eye of the beholder: The relation between a practitioner‘s mindset and experience and making judgments in child protection cases,"Varekamp, Nadia","['Asdonk, S. van der', 'Alink, L.R.A.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Aging and imagery: Does aging affect imagery ability?,"Hardeveld de Jong, Frouke van","['Schaefer, R.S.', 'Schuitema, I.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Imagery ability', 'aging', 'self-report questionnaires', 'imagery modalities']"
Satudarah Maluku een 'thuis' voor Molukkers?,"Abyaneh, Arash Amini","['Rana, J.', 'Luning, S.W.J.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Worrying and symptom reporting: The influence of worrying on symptom reporting in patients with medically unexplained syndromes,"Sterk, Y.J.C.S.","['Ploeg, M.M. van der']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The influence of childhood trauma: Does it affect emotion regulation capacities?,"Jepsen, Majbritt","['Krause-Utz, A.D.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Emotion regulation', 'Childhood trauma', 'Borderline', 'Personality disorder']"
De voorspellende waarde van een zelfstandig naamwoord op het voorafgaande bijvoeglijk naamwoord: Is een roos roze of wit volgens ons mentale lexicon?,"Manintveld, Mariëlle","['Velde, M. van de', 'Verschuur, W.L.G.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Invloed van saccades op leestijd en tekstbegrip: Wat is de invloed van het niet kunnen maken van saccades op leestijd en tekstbegrip?,"Mark, Marloes","['Danel, M.S.', 'Koornneef, A.W.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Presociaal gedrag in de vroege adolescentie: Wetenschappelijk onderzoek naar de invloed van feedback, geslacht en zelfvertrouwen op het uiten van prosociaal gedrag","Burger, Stefan","['Cruijsen, L.W.P. van der', 'Peper, J.S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Pubertal timing and school transition as risk factors for social anxiety in adolescence,"Diamanti, Evangelia","['Bos, E.J. van den', 'Molen, M.J.W. van der']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Social anxiety', 'adolescence', 'risk factors', 'pubertal timing', 'school transition']"
Deterring the use of child soldiers in Africa: Addressing the gap between the mandate of the International Criminal Court and social norms and local understandings,"Reynolds, Abigail","['Zwart, F. de', 'Thomas, D.C.']",2016,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Dynamic assessment: The effect and predicitive value of dynamic assessment in children with language developmental problems,"Rijken, Anne-Marie","['Touw, K.W.J.', 'Resing, W.C.M.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Trauma sequelae: Investigating working memory and focused attention functions in refugees suffering from PTSD,"Gorp, Alexandra van","['Schuitema, I.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['PTSD', 'refugees', 'working memory', 'focused attention']"
Emotion regulation and physiological emotional reactivity in children with Autism Spectrum Disorder,"Haan, Marleen de","['Rijn, S. van', 'Swaab-Barneveld, J.T.']",2016,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,,
In search of the underlying process of choice overload: Responsibility as a possible mediator of choice overload and choice satisfaction,"Yeh, Ling Ling","['Noordewier, M.K.', 'Bullens, L.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Responsibility', 'choice overload', 'satisfaction', 'maximizer']"
Efficacy of exercise on burnout and engagement: A randomized controlled trial,"Tamaëla, D.","['Gebhardt, W.A.', 'Schakel, L.', 'Vries, J. de']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Speech disfluencies of socially anxious individuals: The role of the perceived and objective physiological stress responses,"Dijk, Marloes van","['Bos, E.J. van den', 'Molen, M.J.W. van der']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Adolescents', 'social anxiety', 'speech rate', 'physiological stress responses', 'nervousness']"
The effect of feedback and face contact on cooperative behavior in a real-life interaction study,"Benist, Merel","['Behrens, F.', 'Prochazkova, E.', 'Ásgeirsson, Á.G.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Van refuge naar refugee: (Negatieve) connotaties bij het woord ""vluchteling"" in een Engelstalig tijdschrift","Bor, Lisanne","['Barendregt, B.A.', 'Jansen, J.A.M.M.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['Vluchteling', 'vluchtelingenprobleem']"
Tricky Trump?: How negative statements can influence the attitude towards the USA,"Flamand, Gilda","['Tromble, R.K.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De nucleaire deal met Iran: Hebben de economische sancties gewerkt?,"Harms, Florentijn","['Irwin, G.A.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Feminisme versus multiculturalisme binnen GroenLinks: Hoe gaat GroenLinks om met de spanning tussen het feminisme en het multiculturalisme in drie parlementaire debatten,"Jansen, Megan","['Heine, J.A.H.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Stress and ostracism: A diffusion tensor imaging-study,"Vesseur, Luna","['Habers, G.E.A.', 'Mulder, R.H.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['DTI', 'ostracism', 'stress']"
Mindfulness and open attention: A study on the moderating effect of mindfulness on the relationship between anxiety and attentional bias,"Carini, M.","['Greeven, J.F.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het vertrouwen in de eigen opvoedkwaliteiten van nieuwe vaders en moeders,"Jansen, Leonie","['Alink, L.R.A.', 'Woudstra, M.J.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Verband tussen affect en de gevoeligheid voor pijn en jeuk.,"Biert, S.N. van","['Laarhoven, A.I.M. van', 'Meeuwis, S.H.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Psychological ownership for the nonprofit organization: Antecedents, and effects on willingness to donate","Pauwels, Charlotte","['Boezeman, E.J.', 'Molenmaker, W.E.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['psychological ownership', 'willingness to donate', 'positive word-of-mouth', 'non-profit organization']"
The relation between strategy use and learning potential and the differences in gender on this relation,"Vaneman, Guusje","['Veerbeek, J.', 'Resing, W.C.M.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Seeing red: The effect of the color red on two-minute suspensions in team handball,"Daníelsson, Páll","['Steinel, W.', 'Molenmaker, W.E.']",2016,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['Handball', 'color', 'aggression', 'perception', 'red']"
"High optimism, low pain experience?: The relation between optimism, pain experience, and pain expectations","Bakker, Els","['Skvortsova, A.', 'Middendorp, H. van']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De invloed van het oplichten van tekst in e-boeken op de orthografie van kinderen in groep 3,"Wit, Joelle de","['Sikkema-de Jong, T.M.', 'Kooy-Hofland, V.A.C. van der']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"How the size of the information-gap influences curiosity, affect expectations about the target outcome, and the target evaluation","Poelman, Stefanie","['Noordewier, M.K.', 'Lelieveld, G.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Curiosity', 'affect', 'evaluation']"
The effects of an economic recession and mood on hedonic consumer attitudes,"Broeders, Anne","['Blaker, N.M.', 'Dillen, L.F. van']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Open and closed peer assessment in higher education,"Rohlfs, Bram","['Haazebroek, P.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Verliefd op een exgedetineerde? Stigma maakt blind,"Schutter, Nicole","['Molendijk, M.L.', 'Overgauw, S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De legitimering van het Nederlandse kiesstelsel voor de Tweede Kamerverkiezingen,"Rats, Eveline","['Koole, R.A.', 'Boin, R.A.']",2016,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,nl,,
"Het effect van moederlijke sensitiviteit en temperament, bij kinderen van 6 maanden, op agressief gedrag bij kinderen van 12 maanden","Lautan, Navisha","['Huijbregts, S.', 'Noten, M.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Het effect van leerkrachttraining op executieve functies bij kinderen van 4 tot 8 jaar en de rol van gender,"Ben Haddou, Nisrine","['Ziermans, T.B.', 'Spruijt, A.M.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De effecten van het ervaren van stress op het sociaal en cognitief functioneren bij hoogfunctionerende jongvolwassenen met een autismespectrumstoornis,"Ruiter, Lisa de","['Ziermans, T.B.', 'Dijkhuis, R.R.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Privacy: Nice to have or a must-have? A comparison of the liberal and communitarian answer,"Nieuwkoop, Stefina","['Verschoor, M.', 'Nieuwenburg, P.']",2016,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
The effect of eye blink rates on the error-related negativity and post-error slowing,"Toonstra, Lilian","['Ruissen, M.I.', 'Edelaar, Y.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Evaluation of the online self-help training ‘less fear after cancer’,"Verschoor, Iris","['Doef, M.P. van der', 'Janssen, V.R.', 'Lee, M. van der']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Cancer patients', 'e-health', 'fear of cancer recurrence']"
"The trend of conspicuous consumption during times of recession: The availability of product price activates an economically rational decision making process, overruling the need for status-conveying luxury products","Bacchini, Elena","['Blaker, N.M.', 'Hendriks, H.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Practicing disaster management on the slopes of Mount Merapi: Examining how discourses are enacted by actors of the Resilient Village program in Hargobinangun,"Dold, Katja","['Saptari, R.', 'Barendregt, B.A.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
"How children respond to social judgments: A mediation model of social judgment, frontal asymmetry, and aggression, and the effect of social competence","Peereboom, Celeste","['Bulk, B.G. van den', 'Crone, E.A.M.']",2016,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['Social judgment', 'frontal asymmetry', 'social competence', 'young children', 'EEG']"
De relatie tussen opvoedingsattituden van de primaire verzorger en probleemgedrag van pleegkinderen,"Bogaards, Belinda","['Schoemaker, N.K.', 'Alink, L.R.A.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Intergroup bias in the enforcement of cooperation norms,"Veenis, Robin","['Molenmaker, W.E.', 'Dillen, L.F. van']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Accepteren zonder oordeel en verveling via arousability,"Labots, Jochem","['Kouwenhoven, C.S.F.', 'Leijenhorst, L. van']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,en,,
"The influence of virtual reality therapy on cognitive biases, paranoid thinking, and social anxiety in psychosis","Ham, Daniëlla","['Ham, C.J.M. van der', 'Habers, G.E.A.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Virtual reality', 'cognitive biases', 'paranoia', 'psychosis', 'social anxiety']"
Teacher efficacy en de leesvoortgang van zwakke lezers,"Visser, Iris","['Bosch, Roxette van den']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"Stimulating the reading development of older poor readers is not easy. Yet, a good reading development is important for academic development and future prospects. To be able to encourage the reading development of older poor readers, it’s important to know which factors contribute to this reading development. In this study, we therefore examined the relationship between teacher efficacy (teachers’s beliefs in their capacities to be able to influence student learning) and reading development of older poor readers. Participants were 23 teachers (4 men, 19 women) and 45 of their students from upper grades of elementary school and lower grades of high school. Teacher efficacy was measured with the TSES questionnaire for teachers and by coding statements that teachers made during the Think Aloud and an interview. Students completed tasks to test their progress in technical reading, reading comprehension and reading in general. A strong negative correlation was found between teacher efficacy (TSES) and their students’ technical reading progress (p = .013, R² = .26) and a moderate positive correlation was found between teacher efficacy (Think Aloud and interview) and progress in reading in general (p = .033, R ² = .20). In accordance with previous research, most results revealed that children who are taught by teachers with high teacher efficacy improve their reading skills more than or the same as students who are taught by teachers with low teacher efficacy. However, students who are taught by teachers with high teacher efficacy make less progress in technical reading. Also, the measuring method is determinative for finding relations between teacher efficacy and reading progress. To explain the relation between teacher efficacy and reading progress, more research into mediating factors is recommended.","['teacher efficacy', 'leesvoortgang', 'zwakke oudere lezers']"
Impulsivity and aggression as predictors for bully behavior in childhood,"Mieremet, Jiska","['Achterberg, M.', 'Peters, S.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Aggression', 'impulsivity', 'bullying', 'childhood']"
Investigating the causal relationship between maladaptive emotion regulation strategies and non-suicidal self-harm: The role of gender and impulsivity,"Przyborowski, Lavinia Johanna","['Krause-Utz, A.D.', 'Antypa, N.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
An investigation of the relationship between trait dissociation and childhood trauma in Borderline Personality Disorder,"Frost, Rachel","['Krause-Utz, A.D.', 'Overgaauw, S.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Critical slowing down in depression: A case study,"Seeland, Leonie","['Does, A.J.W. van der', 'Guicherit-Dicke, J.A.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['critical slowing down', 'depression', 'autocorrelation']"
Het effect van slaapkwaliteit op ervaren stress naar aanleiding van experimentele stressoren: Hoe het eventuele effect van slaapkwaliteit beïnvloedt wordt door piekeren,"Molengraaf, Simone","['Leusden, J.W.R. van', 'Veldhuijzen, D.S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Goal discrepancy in students and its relation with perfectionism and burnout,"Lison, Katherina","['Gebhardt, W.A.', 'Wirken, G.A.A.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['goals', 'university students', 'frustration', 'perfectionism', 'burnout']"
A satisfied employee performs better: A self-fulfilling prophecy?,"Verschuren, Ton","['Molenmaker, W.E.', 'Kwaadsteniet, E.W. de']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Job satisfaction', 'job performance']"
Snel of slim lezen?: Wat voor invloed heeft het niet kunnen maken van saccades en een gedwongen leessnelheid bij het snellezen op tekstbegrip?,"Streng, Elise","['Danel, M.S.', 'Koornneef, A.W.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Attitude tegenover eHealth en eHealth literacy: Een studie naar de samenhang tussen attitude tegenover eHealth en eHealth literacy,"Klein, Roeli de","['Vaart, R. van der', 'Manaï, M.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Evaluating the role of social norms in restorative situational preferences,"Kessels, F.J.M.","['Staats, H.J.A.M.', 'Dillen, L.F. van']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Restorative situational preferences', 'social norms', 'encounters', 'urban nature', 'social avoidance']"
Internaliserend en externaliserend probleemgedrag bĳ internationaal geadopteerden in de volwassenheid.,"Wienbelt, Sonja","['Smeets, D.J.H.', 'Schoemaker, Nikita']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The effectiveness of multilateral sanctions: A comparison between two datasets,"Simmelink, Sophie","['Irwin, G.A.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Dynamic Testing: The relation between learning potential, cognitive flexibility and strategy use","Velzen, Kelly van","['Verbeek, J.', 'Resing, W.C.M.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
'Reproductive governance' en biomacht: Het abortusdebat in Chili,"Jorna, Zina","['Saptari, R.', 'Jansen, J.A.M.M.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
De invloed van lichaamsbewustzijn op attentional disengagement van jeuk en pijn tijdens een somatosensorische aandachtstaak.,"Snijdewint, J.A.","['Laarhoven, A.I.M. van', 'Meeuwis, S.H.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
