title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Onderzoek naar de aandachtsbias bij ouders voor hun eigen kind,"Prummel, Iris","['Berlo, E. van', 'Band, G.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Comparison of two quality indicators: Delta T and CQI,"Toorenent, R.","['Beurs, E. de', 'Antypa, N.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The Effect of Mood on Intrinsic Motivation and Educational App Preference in Diabetic and Non-Diabetic Children,"Buurman, Nikki","['Haazebroek, Pascal', 'Olfers, Kerwin']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Associations between attachment style and self-esteem fluctuations in response to social evaluation,"Stavraki, Lamprini Lydia","['Will, G.J.', 'Scheepers, D.T.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"The effects of social feedback, expectation and social comparisons on self-esteem in the context of social evaluations: An examination of their cumulative impact","Stunt, Jaïr","['Will, G.J.', 'Boezeman, E.J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het verschil tussen psychologiestudenten en vwo-scholieren in het selecteren van een steekproef,"Riele, Coen te","['Vetten, A.J. de', 'Wilderjans, T.F.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Epic or tragedy? On the posthumous life of Machiavelli’s political thought,"Vrielink, Erik","['Vergerio, C.', 'Veenendaal, W.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Pupil mimicry; from human to dog: Is there a difference in pupil mimicry within-species (human to human) and between-species (human to dog),"Keyzer, Rivan de","['Jaasma, L.', 'Jongkees, B.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Hebben depressie- of sociale angstklachten effect op de manier waarop studenten zichzelf en 'de gemiddelde student' beoordelen?,"Dijkgraaf, Daisy","['Heus, P. de', 'Bakk, Z.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Voorlezen met de Viertakt bij digitale prentenboeken: Het effect op woordenschat en fonologisch bewustzijn,"Liempt, M.C.B. van","['Dijken, M.J. van', 'Espin, C.A.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De invloed van inspraak op lokale acceptatie en vertrouwen van een projectontwikkelaar bij een CCS-project,"Horssen, Jonathan van","['Mors, E. ter', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"With a little help from my friends: A study on the role of behavioral inhibition, perceived class climate and perceived support from parents and friends on social anxiety","Staal-Beukers, Marente","['Bokhorst, C.L.', 'Blöte, A.W.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['social anxiety', 'behavioural inhibition', 'class climate', 'perceived social support']"
Is sensitiviteit leerbaar door ervaring?: Observatiestudie naar de relatie tussen sensitiviteit en ervaring met baby’s,"Verlaan, T.C.C.","['Prevoo, Mariëlle', 'Veen, Rixt van der']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Interest framing and the stability of social preferences,"Isarin, Nikki","['Molenmaker, W.E.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Statistische kennis in verhouding tot het kiezen en beoordelen van steekproefmethodes,"Fiedler, Veerle","['Vetten, A.J. de', 'Weeda, W.', 'Wilderjans, T.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The influence of conditioned pain modulation and expectations on physiological measures,"Zwet, E.M. van","['Veldhuijzen, D.S.', 'Skvortsova, A.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Zo ouder, zo kind: De relatie tussen de sensitiviteit en de intrusiviteit van ouders en het prosociaal gedrag van kinderen","Doets, Kim","['Mesman, J.', 'Groeneveld, M.G.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Dutch social norms questionnaire as potential aid for diagnosing behavioral variant frontotemporal dementia.,"Heijboer, Emma","['Peerdeman, Kaya']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Emotioneel functioneren en sociale competentie in Nederlandse en Taiwanese kinderen,"Boer, Claudia","['Li, B.', 'Bos, E. van den']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het effect van instructie op tekstbegrip van volwassenen,"Redeker, Annemieke","['Koornneef, Arnout', 'Moort, Marloes van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
EU membership as a tool for a sustainable energy security: A case study on the Republic of Lithuania,"Holten, Merlan van","['Haer, R. van der', 'Pellikaan, H.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
The moral superiority tool: Protecting social identity under threat through moralization and multiple identities,"Masood, Kashish","['Pliskin, R.', 'Dillen, L.F. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"EEG-onderzoek naar de gevoeligheid voor het maken van fouten, en de relatie met zelfvertrouwen en pijnsensitiviteit","Leeuwenburgh, Margot","['Bruijn, E.R.A. de', 'Hamstra, D.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Prediction in a model with 2 latent constructs: A SEM vs statistical learning perspective on predictive and incremental validity,"Bruin, Lars de","['Rooij, M. de', 'Wilderjans, T.', 'Kelderman, H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['prediction', 'SEM', 'lasso', 'incremental validity']"
Visually presented world knowledge and related linguistic input facilitate acquisition of hierarchical center-embedded structures of language,"Haapala, Ann","['Poletiek, F.', 'Bocanegra, B.R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
A multi-parameter approach to functional connectivity by unmixing BOLD responses: A solution to lag between onset of the hemodynamic response function and stimulus presentation,"Remmers, Sebastian","['Weeda, W.D.', 'Rooij, M. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The relationship between Borderline Personality Disorder features and suicidality under the influence of insomnia,"Möllers, S.","['Krause, A.D.', 'Antypa, N.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
How to make your roommate volunteer: The influence of valence frames on maximizers and satisficers in a volunteer's dilemma,"Nijhuis, Nicolette","['Kwaadsteniet, E.W. de', 'Harinck, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"[""volunteer's dilemma"", 'framing']"
‘The children have to work:’ De relatie tussen opvoeding en afvalmanagement,"Gaag, Isabella van","['Jansen, J.', 'Luning, S.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,
"Decision trees: Amelioration, simulation, application","Geest, Michelle van der","['Dusseldorp, E.', 'Rooij, M. de', 'Wilderjans, T.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['trees', 'qualitative', 'interactions']"
Sorry dat ik je stoor: Een onderzoek naar de rol van interrupties op tekstbegrip,"Hummel, Nick van","['Bruïne, Amy de', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Wat zijn de effecten van een accepterend diversiteitsklimaat? Een onderzoek naar het effect van het ervaren diversiteitsklimaat op de openheid voor diversiteit binnen organisaties en de invloed hiervan op de betrokkenheid bij de organisatie, de samenwerking tussen werknemers onderling binnen de organisatie en de mate van relationeel conflict tussen werknemers binnen organisatie","Lommerse, Maaike","['Boezeman, E.J.', 'Doesum, N.J. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,nl,,
Disappointed women vs. angry men in eWOM: The effects of reviewer gender and expressed emotional arousal on the reader,"Crump, Anne","['Lelieveld, G.', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Relax your heart: The conditioned effects of stress management training on heart rate and how it is influenced by perceived stress,"Kwant, Sonja","['Middendorp, H. van', 'Manaï, M.', 'Schaefer, R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Sociodemographic- and environmental factors as predictors for participation of children and adolescents in the first six months after mild traumatic brain injury,"Klees, Carina","['Habers, G.E.A.', 'Nijboer, F.', 'Renaud, I.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The development of children's distraction in colour-object and picture-word interference tasks.,"Koolwijk, Suzanne","['Boelens, Harrie', 'La Heij, Wido']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"You may have better skills, but we have better values: Moral superiority perceptions as a result of group-based identity threats and group identification","Neumann, René","['Pliskin, R.', 'Dillen, L.F. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"De relatie tussen een coachingsprogramma en het reflectief functioneren bij moeders met een hoog risico, en daarbij het effect op empathieontwikkeling bij kinderen van 20 en 30 maanden oud","Visser, Lotte","['Smaling, H.J.A.', 'Huijbregts, S.C.J.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Improving self-esteem and well-being in adolescence through improving peer acceptance,"Heijden, Heleen van der","['Will, Gert-Jan', 'Boezeman, Erwin']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of different forms of meditation on metacontrol and moral judgment,"Sundermeier, Hanna Carlotta","['Sellaro, R.', 'Kret, M.E.', 'Du, X.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Group based identity threat, moral superiority, and the role of age","Seck, Lisa","['Pliskin, R.', 'Dillen, L.F. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Asking the Right Questions: The Effects of Causal Questioning Intervention on Reading Comprehension of Struggling Readers in Grade 4.,"Ogola, Victor","['Raijmakers, Maartje', 'Espin, Christine']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De invloed van een al dan niet opgelegd perspectief tijdens het lezen bij jonge adolescenten en jongvolwassenen,"Dreu, Rosanne Cornelia de","['Pavias, M.', 'Broek, P.W. van den']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Het beïnvloeden van de keuze tot samenwerken binnen sociale dilemma’s met een positieve en negatieve valentie,"Speksnijder, R.","['Molenmaker, W.E.', 'Kwaadsteniet, E.W. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het effect van kunstzinnige therapie op de angstklachten van volwassenen met angststoornissen: werkgeheugen en emotieregulatie als verklarende mechanismen,"Tol, Nina van","['Sonneville, Leo de', 'Abbing, Annemarie']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Sustained attention and working memory in offspring of bipolar disorder or schizophrenia patients and the relationship with age and lifetime psychopathology,"Kerkhoven, Carolien","['Schuitema, I.', 'Peerdeman, K.J.', 'Baalbergen, H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Executive functions training program for children with ADHD: For whom does it work?,"Thissen, Floor","['Bexkens, A.', 'Vogelaar, B.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
The effect of gender and social dominance orientation on interpersonal conflict behavior in the interpersonal aggressor-defender conflict game,"Lehment, Leonie","['Dreu, C.K.W. de', 'Griffin, M.R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Goal facilitation and its effect on satisfaction and well-being,"Bos, J.I. uit de","['Verhoeven, C.', 'Doef, M. van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Gedragsproblemen bij kinderen met een extra X-chromosoom en de relatie met SES,"Pronk, Michelle","['Bouw, Nienke', 'Vermeulen, Marije']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The concept of recovery in voice hearers attending Hearing Voices group: A singlecase study,"Rérat, F.C.S.","['Koopman, H.M.', 'Sieh, D.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De rol van het werkgeheugen bij de integratie van informatie in een mentale representatie,"Samsom, Sanne","['Jolles, D.D.', 'Bruïne, A. de']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Vrouwelijke leiders van Dagbon, Noord-Ghana: Vrouwelijke leiders van Dagbon, Noord-Ghana","Lingbeek, Roos","['Jansen, J.', 'Luning, S.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Het bespreken van gevoelige onderwerpen in een cultureel diverse klas.,"Groeneveld, Bauke","['Denessen, Eddie', 'Leijenhorst, Linda van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De invloed van het geven van inspraak aan inwoners bij een lokaal CCS project op het vertrouwen in projectontwikkelaars en acceptatie van het project,"Dekker, Anouska","['Mors, E. ter', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The underestimated influence of verbal suggestion on pain,"Donné, Ashyla","['Peerdeman, K.', 'Meeuwis, S.H.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Breathing through stress: The effects of Pranayama breathing on attentional bias,"Bryggare, Sofia","['Prochazkova, L.', 'Maraver, M.J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Moralization of outgroup differences in response to group identity threat,"Bläsi, Luise","['Pliskin, R.', 'Dillen, L. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The influence of sex and social capabilities on yawn contagion in orangutans (Pongo pygmaeus),"Oostinga, Linde","['Berlo, E. van', 'Richter, F.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['comparative psychology', 'social behaviour', 'contagious yawning', 'mimicry', 'Pongo pygameus']"
Understanding how SES predicts externalizing behavior in children: The mediating role of brain development,"Zwaan, Isabel","['Bos, M.', 'Peters, S.', 'Whittle, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Alienation from mothers and fathers in families with chronic medical versus psychiatric condition,"Rosenberg, Britt","['Sieh, D.', 'Molendijk, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Work functioning of health impaired employees: The influence of constructive versus destructive leadership of supervisors through distress and occupational self-efficacy,"Dorsselaar, Iris van","['Boezeman, Edwin', 'Doef, Margot van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De invloed van tekstweergave op tekstbegrip bij beginnende lezers,"Olieman, Karin","['Bansi, S.D.', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Personalized predection of response to deep brain stimulation in obsessive-compulsive disorder using neuroimaging data,"Tolmeijer, E.K.","['Rover, M. de', 'Giezen, A. van', 'Wingen, G. van', 'Liebrand, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Bismarck, Beveridge and the rest of the world: A comparative analysis of the effects of globalisation on pension systems","Janssen, Buddy J.M.","['Reuler, E. van', 'Gordillo, D.D.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"The influence of prospect and uncertainty about future pain relief, on adaptation to current pain","Dijk, A.K. van","['Poletiek, F.H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Oogbewegingen en strategieën in de Maze-taak: Verschillen tussen leespatronen bij een normale tekst en een Maze-taak in het Nederlands en Engels,"Both, Lizanne","['Koornneef, A.', 'Jolles, D.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Possible predictors of responsiveness to negative mood induction,"Kardes, E.A.","['Jans, L.A.W.', 'Giezen, A.E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['mood', 'velten', 'MIP']"
The role of national identity on support for European integration of substantive and identity-based policies,"Bergen, Foeke van den","['Haer, R. van der', 'Pellikaan, H.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
De effectiviteit van geconditioneerde stress management training door middel van geur op de mate van angst na het ervaren van acute stress: Heeft waargenomen stress invloed?,"Soldt, Alon van","['Middendorp, H. van', 'Manaï, M.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Verklaringen van fractieafsplitsing in Nederland (1956-2017),"Vos, Thijs","['Mickler, T.', 'Spirova, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Testing the water: Refugee returns to Syria,"Öztürk, Betul","['Longo, M.', 'Meffert, M.F.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"Endless boundaries: The processes of exclusion of female muslim refugees: case studies of the United Kingdom, Australia and the Netherlands","Brouwer, Lilly","['Saptari, R.', 'Verheijen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
Can individual differences in decisiveness moderate the choice overload effect? They could under conditions that elicit a choice overload,"Portokalidou, Zoi","['Ruijgendijk, H.A.H.', 'Pliskin, R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
No evidence of enhanced schema updating after consolidation,"Bachmann, Dominik","['Richter, F.', 'Sellaro, R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Een onderzoek naar de relatie tussen sensitiviteit van pleegouders en responsiviteit van pleegkinderen en de modererende rol van temperament,"Kerkhoven, Eveline","['Asdonk, S. van der', 'Vermeer, H.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"The negative with negative thinking: Exploring the relationship between negative self-concept, depression symptoms, and vmPFC activation","Orsatti, Mia","['Spaans, J.P.', 'Peper, J.S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Werkdruk en burnout bij docenten in het voortgezet onderwijs en de invloed van autonomie en steun van een leidinggevende,"Lange, Esther","['Wijn, A.N. de', 'Ham, C.J.M. van der']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Een moreel recht op internationale vrijheid van beweging: Een onderzoek naar een opengrenzenbeleid op basis van het morele recht op vrijheid van internationale beweging,"Abeln, Anna","['Verschoor, M.', 'Mansvelt Beck, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Personality traits of sources and their experience and feelings towards targets in social exclusion,"Cornelissen, Noortje","['Doolaard, F.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"The boundaries of the demos: Should immigrants be included in the demos and, if yes, under which terms?","Domestici, Chiara","['Apeldoorn, L. van', 'Vrousalis, N.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Growing Resistance to International Institutions The Interplay between Authority and Politicization at the International Criminal Court (ICC),"Firsching, Fridolin","['Wetering, C.C. van de', 'Ragazzi, F.P.S.M.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"Reducing guilt in hedonic consumption: Less guilty, more pleasure","Raaij, Klaas van","['Van Dillen, L.F.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Invloed van stigmatisatie op de verwachtingen van medicatie-efficiëntie bij huidaandoeningen: De modererende rol van extraversie,"Middelbeek, Eline","['Schakel, L.', 'Brosschot, J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Opgroeien in chaos, een gezellig zooitje of toch niet zo onschuldig: Een chaotische thuisomgeving en de relatie met kindermishandeling","Stenis, Lilianne van","['Prevoo, M.', 'Veen, R. van der']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Politici: Eén pot nat? Rechts populistische politici in perspectief?,"Cats, Emma","['Holsteyn, J. van', ""Hart, R. 't""]",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
ASEAN’s norm contestation over the responsibility to protect: A comparative study of the humanitarian crise of cyclone Nargis and the Rohingyas in Myanmar,"Ducci, Cecilia","['Hirschmann, G.', 'Vergerio, C.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
White Matter Connectivity and Intraindividual Variability in Cognitive Control over Development,"Eick, N.K. van","['Schel, M.A.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
The influence of linguistic ordering in a visual search task,"Aernoudts, Astrid","['Poletiek, F.H.', 'Bocanegra, B.R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Het verbeteren van tekstbegrip: Het verbeteren van tekstbegrip door verschillende manieren van lezen en verschillende instructies,"Heijst, Lynn van","['Moort, Marloes van', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
