title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Aanpak wetenschappelijk denken binnen het onderwijs: Het effect van scaffolding op het begrip van science concepten in groep 2 & 3,"Conrads, Anouk","['Slim, Tessa', 'Schaik, Johanna van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Wat is het verschil in vrijheidsbeperkende maatregelen bij cliënten met een verstandelijke beperking, een hoge zorgindicatie en een diagnose autisme, als men kijkt naar de pedagogische en medicamenteuze behandeling","Blom, Jessy","['Dijkxhoorn, Y.M.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De relatie tussen het chronotype en de slaapduur van kinderen: In hoeverre speelt geslacht een rol?,"Rubingh, Fiona","['Vermeulen, M.C.M.', 'Bouw, J.C.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Facilitating sexual memory consolidation by a partial NMDA receptors agonist,"Veen, Rosemarij J.B. van","['Spinhoven, P.', 'Both, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Satisfaction with online dating choices: The effect of decisiveness and choice overload,"Busser, Sietse","['Ruigendijk, H.A.H.', 'Pliskin, R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
A response to the inclusion of immigrants into the Nordic model: Party system change in Denmark and Sweden,"Valden, Daan","['Reuler, E. van', 'Gordillo, D.D.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The mediating effect of emotion regulation strategies on the relationship between childhood maltreatment and anxiety,"Hamid, Zohra","['Tollenaar, M.S.', 'Edelaar-Peeters, Y.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,"['Childhood maltreatments', 'Anxiety', 'Emotion regulation']"
Deficits in facial and vocal emotion recognition in children at high risk of criminal behavior: Role of verbal intelligence,"Uden, Suzanne M van","['Sonneville, L.M.J. de', 'Zonneveld, Lisette van']",2018,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,,
"The effect of worrying, anxiety, and depression on the health-related quality of life as a response to long-term antibiotic treatment in patients with persistent symptoms attributed to chronic Lyme-disease","Zomenou, Nikolia","['Middendorp, H. van', 'Evers, A.W.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['health-related quality of life', 'chronic Lyme disease', 'worrying', 'anxiety', 'depression']"
"Small states, big influence?: Understanding Dutch policy in the European Defence Agency","Oosterum, Suzanne van","['Haer, R. van der', 'Blarel, N.R.J.B.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Choosing before making a decision: The effect of decision (ir)reversibility on pre-decisional biased processing,"Bechan, Thomas","['Bullens, L.', 'Ruigendijk, H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De effectiviteit van beeldende kunstzinninge therapie in relatie tot de duur en intensiteit van angstklachten bij volwassenen,"Veger, Marente","['Abbing, A.', 'Sonneville, L. de']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Effects of arousal and mood on cognition,"Priem, Chloë","['Schaefer, R.', 'Ham, I. van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['mental rotation', 'arousal', 'mood', 'music']"
De invloed van loss en harm aversion op samenwerking in sociale dilemma’s,"Ende, Daan van den","['Molenmaker, W.', 'Kwaadsteniet, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Thinking about stress - The effects of general and specific stress expectations on the expected and experienced stress in reaction to an experimental stressor,"Jong, Anneke T.","['Middendorp, H. van', 'Meeuwis, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['stress', 'expectations', 'mindset', 'verbal suggestions']"
Political space for poverty reduction: A case study on Senegal,"Cavadi, Federico","['Nem Singh, J.', 'Blarel, N.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"The “poster child” of refugee policy: What factors explain Uganda’s integrative, long-term refugee policies?","Davy, Jessica","['Longo, M.', 'Spirova, M.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"De Relatie Tussen Gamen, Pesten en de Mediërende Rol van Psychopathie bij MBO studenten.","Segers, Lieke","['Geel, Mich van', 'Vedder, Paul']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Heeft de opvoedstress van ouders invloed op de ontwikkeling van zelfcontrole van het kind? De mediërende rol van sensitief disciplineren.,"Marino, Nikki","['Euser, Saskia', 'Bulk van den, Bianca']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The role of neuroticism and extraversion on decision-making under risk and ambiguity in adolescence,"Waal, E.C. van der","['Blankenstein, Neeltje', 'Meuwese, Rosa']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['adolescence', 'neuroticism', 'extraversion', 'risk-attitude', 'ambiguity-attitude']"
Emotions in intergroup negotiations: Effects of constituencies’ feedback and representatives’ social value orientation,"Nadal, Arnau","['Steinel, W.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Wat is het effect van schaamte op pijnintensiteit: Een experimenteel onderzoek naar het causale verband tussen het ervaren van schaamte en de ervaring van fysieke pijn,"Konijn, Angela Maria","['Stallen, M.', 'Putten, M. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het effect van inbakeren op de hoeveelheid huilen van baby’s: een systematisch literatuuronderzoek,"Ziti, Yassine","['Rosmalen, L. van', 'Veek, S. van der']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De relatie tussen zelf gerapporteerde psychopathologische klachten van de ouder en het stressniveau van het kind:Is er sprake van mediatie door opvoedstress?,"Gideonse, Marloes","['Bulk, B.G. van den', 'Euser, S.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Het beslisproces rondom uithuisplaatsing: Een studie naar de weging van kind-, ouder-, gezins- en hulpverleningsfactoren bij een uithuisplaatsingsbeslissing door kinderrechters en jeugdzorgmedewerkers","Roobol, Mette","['Alink, Lenneke', 'Haan, Withney de']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Influence of morality-based norms on purchase intent,"Verink, Luuk","['Scheepers, D.T.', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Soort probleemgedrag bij kinderen met een stoornis binnen het autistisch spectrum en de samenhang met ouderlijke stress,"Tönjann, Sophie","['Bouw, Nienke', 'Vermeulen, Marije']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Effects of inhibitory control training on executive functioning and decision making in children,"Zanten, Barbara van","['Boelens, H.H.', 'Meuwese, R.', 'Schel, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen het gezinsklimaat en de sociale evaluatie van baby’s,"Kemp, H.","['Biro, Szilvia', 'Veek, Shelly van der']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Assessing Treatment Outcome with the HoNOS and its Items,"Thoma, Stefani","['Beurs, E. de', 'Luenen, S. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['severe mental illness', 'treatment outcome', 'assessment']"
The sustainability of economic growth under extractive institutions: An empirical case study on China,"Neerven, Emma van","['Zwart, F. de', 'Cranenburgh, O. van']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The relation between violence related movie clip characteristics and neural reliability,"Lindeman, Nils","['Wilderjans, T.F.', 'Vetten, A. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
When climate is conditional on cooperation success: The role of interdependence asymmetry and inequity aversion,"Munsch, Marlene L.","['Gross, J.A.J.', 'Dreu, C.K.W. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Klimaatverandering als oorzaak van migratie: Een kritische analyse over de erkenning van klimaatverandering als aanleiding voor het classificeren van vluchtelingen,"Kamerbeek, Maiko","['Verschoor, M.', 'Mansvelt Beck, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Bullying in schools: The relation between empathy and bullying behavior in Dutch adolescents and the moderating role of cultural values,"Noom, Thirza","['Li, B.', 'Dahamat Azam, N.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['bullying', 'empathy', 'prosocial motivation', 'collectivism']"
Sustained attention in humans and bonobos for conspecific and allospecific faces: Is sustained attention for faces between bonobos and humans comparable,"Komkommer, Evy","['Berlo, E. van', 'Richter, F.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The role of teacher evaluation in dynamic testing and improvements in strategy use in preschool children,"Koopman, Rosan","['Doolaard, F.T.', 'Noordewier, M.K.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Teacher evaluation', 'Dynamic testing']"
ICTY's verdicts and inter-state relations: an overlooked relationship,"Lazic, Jelena","['Hirschmann, G.', 'Blarel, N.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"Work functioning of health-impaired employees: The role of constructive versus destructive leadership, distress, and occupational self-efficacy","Tolner, Megan","['Boezeman, Edwin', 'Doef, Margot van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of trauma on leaders’ personality: A case study of Margaret Thatcher,"Brink, Anne-Marie van den","['Bakker, F.', 'Willigen, N. van']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Classifying Parkinson's Disease patients based on resting state fMRI data, using penalised regression techniques","Rood, Sheila","['Vos, F. de', 'Rooij, M. de', 'Wilderjans, T.', 'Grond, J. van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['penalization', 'fMRI data', 'Parkinson classification']"
Changes in heart-rate variability associated with trait rumination and functional connectivity within the brain in healthy female volunteers Heart rate variability as a potential biomarker of depression vulnerability,"Strobbe, Maxime F.","['Rover, M. de', 'Giezen, A. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het effect van de intimiteit van gespreksonderwerpen op de self-disclosure van sociaal angstige jongeren,"Barnhoorn, Berthe","['Bos, E. van den', 'Klapwijk, E.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Ontluikende geletterdheid en letterperceptie. Eye-tracking studie naar interventiemethodes voor het stimuleren van ontluikende geletterdheid & verandering in letterperceptie bij 4-jarigen,"Menger, Angela","['Sikkema-de Jong, T.M.', 'Espin, C.A.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Role of transcutaneous vagus nerve stimulation (tVNS) in emotional biasing and facial emotion recognition,"Couvée, Dion","['Steenbergen, L.', 'Lippelt, D.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Het effect van inspraak door omwonenden op de publieke acceptatie van, en de ervaren procedurele rechtvaardigheid rondom CCS- projecten","Zwemmer, Sam","['Mors, E. ter']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De mogelijke invloed van loss aversion en harm aversion op samenwerking in sociale dilemma’s: Onderzoek naar de motieven voor samenwerking in sociale dilemma’s met gemixte uitkomsten,"Zonneveld, Ellen","['Molenmaker, W.', 'Kwaadsteniet, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De relatie tussen toekomstperspectief en bevlogenheid bij docenten in het voortgezet onderwijs en de rol van werk- en tijdsdruk,"Vink, Sharina","['Wijn, A.N. de', 'Ham, C.J.M. van der']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Reward and metacontrol: Investigating the effect of (non-)contingent rewards on metacontrol in the Attentional Blink task,"Boberg, Lovisa","['Prochazkova, L.', 'Sellaro, R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Creating value in negotiation: The effect of power and agenda setting,"Sedra, Manel","['Steinel, W.', 'Gross, J.A.J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Online dating choice satisfaction: The joint effect of choice overload and the tendency to maximize,"Langhorst, T.R.","['Ruigendijk, H.', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De invloed van individuele verschillen op tekstbegrip: In welke mate beïnvloeden geslacht, opleidingsniveau en leeftijd het tekstbegrip","Maas, Laurien","['Moort, Marloes van', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Manieren van Opvoeden en de Ontwikkeling van Internaliserende Problematiek bij Peuters,"Bosland, Cornelieke","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The effects of acquaintanceship on restoration in nature,"Schneider, Philipp Tobias","['Staats, H.J.A.M.', 'Wal, A.J. van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Stress', 'Restoration', 'Nature', 'Acquaintanceship']"
Emotieherkening en sociale competentie bij Nederlandse en Taiwanese kinderen,"Arnaud de Calavon, Chantal","['Li, B.', 'Bos, E. van den']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
When winning leads to losing: The role of the trophy effect in the anticommons tragedy,"Kavadias, Nikolas-Olivier","['Kwaadsteniet, E. de', 'Dijk, E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['anticommons tragedy', 'bargaining', 'trophy', 'effort']"
Pupil synchronisatie tussen mens en hond: Een onderzoek naar de aanwezigheid van pupilsynchronisatie tussen leden van een zelfde groep en tussen leden uit verschillende groepen,"Snijder, Karen","['Jaasma, L.', 'Jongkees, B.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The effects of excessively positive expectations on pain and heart rate responses in healthy individuals.,"Alexopoulou, Marina","['Peerdeman, K.J.', 'Schuitema, I.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De legitimiteit van de Eerste Kamer: Een onderzoek naar de rechtvaardiging van het bestaan van de Eerste Kamer door de Tweede Kamer,"Dijk, Bianca van","['Koole, Ruud', 'Louwerse, Tom']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Het effect van priming op gedrag in het volunteer’s dilemma,"Meijman, Marie-Louise","['Kwaadsteniet, E.W. de', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
A friend’s measurement of empathetic abilities: IRI-F as a supplement to the IRI,"Vegt, Bas","['Klapwijk, E.', 'Li, B.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Cognitieve processen bij begrijpend lezen: monitoren van inconsistente informatie,"Riksen, Emma","['Helder, A.', 'Broek, P.W. van den']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Social connectedness and perceived stress: Online loving kindness meditation and its effects on stress,"Carmel, Amir","['Brosschot, J.', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Would you help the others when you can choose to refuse? The effects of interdependence inequality on cooperation in a public goods dilemma,"Nadindra, Avissa","['Gross, J.A.J.', 'Dreu, C.K.W. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Too little time: Effects of action control and time pressure on goal value,"Laan, Esra","['Boezeman, E.J.', 'Marguc, J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['value', 'engagement', 'action control', 'self-regulation', 'attention']"
Chronotype and affect: Ecological momentary assessment in a large cohort,"Fakkel, Ties Gaurang","['Antypa, N.', 'Verkuil, B.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Redenen voor Brexit: Een federalistisch perspectief,"Lock, Jurian","['Mansvelt Beck, F.F.', 'Verschoor, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The influence of social norms on customer revenge intentions: From desire to behaviour: The mediating role of social norms on customer revenge,"Braakhekke, Marlies","['Seip, E.', 'Dijk, W. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['consumer revenge', 'social norm']"
"Sociale angst bij jeugdigen met een extra X chromosoom; Samenhang met stress, SES & gedragsproblemen","Udding, Simone","['Rijn, Sophie van', 'Bouw, Nienke']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Patient factors associated with dropout in treatment programs for young adult men with multiple problems,"Bakker, Agnes","['Overgaauw, S.', 'Sieh, D.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The impact of financial concerns on resistance to influence actics in advertisements,"Rooij, Robert-Jan de","['Dijk, W. de', 'Stallen, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
"De relatie tussen tekstbegrip, werkgeheugen en updaten","Vincent, Niké","['Bruïne, Amy de', 'Jolles, Dietsje']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The relationship between cognitive distortions and moral judgement in multiproblem young adults,"Schop, Danique","['Habers, G.E.A.', 'Peerdeman, K.J.', 'Delft, I. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Stress bij vaders en moeders en het temperament van het kind,"Christen, Donna","['Mesman, Judi', 'Woudstra, Mi-lan']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The choice of being in control:The relationship between personal desirability of control and reversible decision-making,"Cramer, Sanne","['Bullens, L.', 'Noordewier, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"When feeling connected to strangers: The exploration of the connection between loving kindness meditation, social connectedness and subjective stress","Stange, Lisa","['Brosschot, J.F.', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Using learning styles to enhance the training effects of pilots in simulation based training,"Borstlap, Thomas","['Band, G.', 'Olfers, K.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['training', 'learning styles', 'matching', 'mismatching']"
Bekijk het van de positieve kant: Een empirische studie naar het effect van persoonlijke controle op de voorkeur voor omkeerbare beslissingen,"Spek, Charlotte van der","['Bullens, L.', 'Boezeman, E.J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Emotieherkenning en sociale competentie bij Taiwanese kinderen met een cochleair implantaat,"Over de Vest, Merel","['Li, B.', 'Bos, E. van den']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Enhancing self-esteem through a pro-social behavior intervention aimed at increasing peer acceptance,"Haan, Mark de","['Will, G.', 'Boezeman, E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Gray matter volume abnormalities in substance dependence and behavioural addiction: A voxel-based morphometry meta-analysis,"Vartiainen, Henna","['Schuitema, I.', 'Schaefer, R.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Exploring Bobbio's idea of an egalitarian left-right dimension: Distinguishing between a holistic and a situation-specific approach,"Lindqvist, Jesper","['Holsteyn, J. van', 'Meijerink, F.']",2018,Faculty of Social & Behavioural Sciences,Political Science and Public Administration (research) (MSc),Research master thesis,en,,
Digital deaf space: The role of communication technologies in deaf community building,"Greeve, Samaoa","['Postma, M.', 'Westmoreland, M.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
Choosing the best option: How difficult can it be?,"Heikamp, Frank","['Lelieveld, G.', 'Noordewier, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Het verband tussen empathie, temperament en prosociaal gedrag","Lefevre, Guinevere","['Kolijn, Laura', 'Euser, Saskia']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Regionale ongelijkheden in Tunesië: een historisch-institutionele analyse,"Woude, Mark van der","['Zwart, F. de', 'Jentzsch, C.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De relatie tussen perspectief innemen en sociaal leren in de adolescentie,"Willink, Iris","['Westhoff, B.', 'Molen, M.J.W. van der']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Temperament op de ontwikkeling van agresse,"Pluijm, Judith","['Urbanus, Evelien', 'Huijbregts, Stephan']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The influence of social revenge norms on online customer revenge,"Viskil, Bob","['Seip, E.', 'Dijk, W. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
(In)decisive people and reversible choices: An online match made in heaven?,"Ouden, Ward den","['Ruigendijk, H.', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Comparison of the performance of several pooling techniques for R² in multiply imputed datasets,"Wildenburg, Wouter","['Ginkel, J. van', 'Rooij, M. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Aandacht voor sociale interacties bij baby’s van 12 maanden: de rol van het temperament van een baby en de opleiding van de ouder,"Wildöer, Enne","['Biro, Szilvia', 'Pol, Lotte van der']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Het associatieverdrag met Oekraïne: Een communitaristische benadering?,"Groot, Lars de","['Mansvelt Beck, F.F.', 'Verschoor, M.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,
Controlling one’s options: Individual desire for control and the preference for (ir)reversible decision-making,"Hoek, Roos Catharina van der","['Bullens, L.', 'Noordewier, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The role of spatial anxiety in self-reported and objective navigation (dis)abilities,"Vellenga, Gusta","['Ham, C.J.M. van der', 'Schaefer, R.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
