title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Ouderschap als moderator in de relatie tussen partnergeweld en de probleemgedragingen van kinderen,"Jong, Maria de","['Geel, Mitch van', 'Vedder, Paul']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
EEG onderzoek naar de samenhang tussen verantwoordelijkheid voor anderen en actie monitoring bij mensen die hoog scoren op impulsiviteit,"Blonk, Manon","['Bruijn, E. de', 'Tollenaar, M.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Developers matter: An investigation to the mixed results of place attachment and support for wind farm,"Ren, Baibing","['Boomsma, C.', 'Dillen, L.F. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The restorative effects of natural environments: Nature or nurture?,"Boef, Madelon den","['Staats, H.J.A.M.', 'Dillen, L.F. van']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De samenhang tussen algemene opvoeding, mediaopvoeding en mediagebruik","Ruikes, B.","['Smeets, D.J.H.', 'Veen, R. van der']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Verbal transmission of fear beliefs from parents to offspring: The effect of fearful temperament on the relationship,"Kanaki, Dionysia","['Aktar, E.', 'Beurs, E. de']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Cognitive decline in CADASIL: An 18-year follow-up study,"Atli, Merve","['Habers, G.E.A.', 'Schuitema, I.', 'Gravesteijn, G.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Schoonheid op het eerste gezicht: Onderzoek naar het vastleggen van impliciete associaties tegenover aantrekkelijke en onaantrekkelijke gezichten d.m.v P-IAT,"Elzobeydi, Sarah","['Roth, T.', 'Jongkees, B.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De relatie tussen sociale angst en inhibitie bij kinderen met een extra X-chromosoom,"Bebseler, J.A.","['Urbanus, E.L.', 'Vermeulen, M.C.M.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Long-term quality of life alterations in responders vs non-responders to deep brain stimulation for obsessive-compulsive disorder,"Verdiesen, Jaimie","['Habers, G.E.A.', 'Hiele, K. van der', 'Graat, I.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Open for business: International commercial courts,"Zaatout, Mohamed","['Giuseppe, M. di', 'Sampson, M.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Enhancing operator situational awareness through enhanced design of Shore Control Centre interface,"Arholm, Lars Berntzen","['Band, G.', 'Kleijn, R.E. de', 'Want, G. van der', 'Guiking, C.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Een institutionele verklaring voor het economische verval en de onderontwikkeling van Wallonië: Een vergelijkende casestudie naar de mate van sociaal kapitaal in Wallonië en Vlaanderen,"Macalou, O.J.","['Zwart, F. de', 'Oversloot, H.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Kleine staten en veiligheid: Veiligheidsstrategieën van Baltische staten,"Hart, Hugo 't","['Veenendaal, W.P.', 'Biezen, I. van']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The effect of parental verbal information on child reported fear beliefs and observed fear and avoidance behavior,"Mauersberger, L.","['Aktar, E.', 'Ly, V.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The influence of power-orientation on (non)confrontational investment decisions in an interpersonal conflict situation,"Tauw, Rutger","['Pliskin, R.', 'Scheepers, D.T.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Social mindfulness bij adolescenten met verschillende onderwijsniveaus,"Lensink, Sophie","['Groep, S.W. van de', 'Peters, S.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The effect of causal questioning on students’ reading comprehension,"Vasilatou, Maria","['Espin, C.A.', 'Mol, S.E.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
The effects of place attachment and developer type on people’s willingness to support wind farms,"Kremer, Luisa Marie","['Boomsma, C.', 'Dillen, L.F. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Emotieherkenning, empathie en agressie bij kinderen met hoog risico op crimineel gedrag","Poelstra, Joyce","['Blankenstein, N.E.', 'Swaab, J.T.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Mensenrechten in het Midden-Oosten: In hoeverre hebben de effectiviteit van de rechterlijke macht en de baanzekerheid van Assad invloed gehad op de schending van Artikel 21 van het ICCP, het recht op protest, tijdens de gemobiliseerde protesten in maart 2011?","Kula, Sinan","['Benneker, V.', 'Demarest, L.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Feeling out of tune: Which aspects of music can predict music-induced fatigue?,"Burgt, Mara van der","['Schaefer, R.S.', 'Blythe, J.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Dynamic assessment and test anxiety: Effects of giftedness and cognitive flexibility,"Meel, Azalea van","['Vogelaar, B.', 'Resing, W.C.M.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De aard van de problematiek in relatie tot de verblijfsduur van jongeren in JeugdzorgPlus,"Vonk, Madelon","['Veen, R. van der', 'Huffmeijer, R.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Positief risicogedrag en prosociaal gedrag in de adolescentie,"Griffioen, Michelle","['Peper, J.S.', 'Brandner, P.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Subliminal attention bias modification training for itch: The role of attentional control and attentional switching.,"Fluitman, Eveline","['Laarhoven, A.I.M. van', 'Wolters, F.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Internaliserende gedragsproblemen bij kinderen met onder- of overgewicht: Heeft slaapduur effect?,"Gaalen, Axelle van","['Vermeulen, M.C.M.', 'Zantinge, G.M.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Alcohol posts van social influencers en binge drinken onder jongvolwassenen: Het effect en neuroticisme als moderator,"Braam, Robin van","['Gebhardt, W.A.', 'Buisonjé, D. de']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"The examination of differential reciprocal links between depression, social anxiety, and responses to stress in adolescence","Giokari, Daphni Eleftheria","['Blöte, A.W.', 'Westenberg, P.M.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De invloed van meegemaakte emotionele mishandeling op sensitiviteit: Een extravert temperament als moderator?,"Zwart, Lidewij","['Alink, L.R.A.', 'Berkel, S.R. van']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Coöperatie wanneer er winst én verlies op het spel staan: De invloed van de motieven ‘harm aversion’ en ‘risk seeking’ op coöperatie in sociale dilemma’s,"Marchese, Nina","['Molenmaker, W.E.', 'Steinel, W.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Genuine loss? An analysis of ius nexi and residency-based citizenship allocation in the context of denationalization,"Bliersbach, Hannah","['Longo, M.', 'Wetering, C. van de']",2019,Faculty of Social & Behavioural Sciences,Political Science and Public Administration (research) (MSc),Research master thesis,en,,
Kan je de weg in het bos nog vinden als je op de bomen focust? Het effect van processing style op navigatie,"Sinttruije, Deborah van","['Kuil, M. van der', 'Ham, C.J.M. van der']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Political survival and the violations of human rights: The 2018 Gaza protests and Israeli repression,"Bekkers, Tim","['Benneker, V.', 'Demarest, L.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
How iron is the Iron Lady? Leadership style and foreign policy decisions of Margaret Thatcher,"Vliet, Milou van","['Bakker, F.E.', 'Veenendaal, W.P.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Vroege voorspellers van sociale cognitie bij kinderen met SCT,"Minheere, Lotte","['Urbanus, E.L.', 'Vermeulen, M.C.M.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Establishing democratic consolidation through anticorruption: A case study on Brazil,"Kennedy, Callum","['Nem Singh, J.T.', 'Giuseppe, M.R. di']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Do people always want to know? Is the motivation to close the information-gap stronger than the need to avoid harmful information?,"Hoek, Lotte","['Noordewier, M.K.', 'Doolaard, F.T.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Wind turbines: Sustainable or insupportable? Influences of place attachment and type of developer on wind energy support,"Triest, Elise van","['Boomsma, C.', 'Dillen, L.F. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De invloed van nationaliteit op stereotypen bij Griekse en Nederlandse vrouwen ten aanzien van het navigatievermogen,"Blees, Renée","['Ham, C.J.M. van der', 'Kuil, M.N.A. van der']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Modeling and ontology of quantitative dimensions of psychopathology,"Aristodemou, Michael E.","['Fried, E.I.', 'Krause-Utz, A.']",2019,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Fysiek disciplineren van vaders en moeders: De hoeveelheid slaap en opleidingsniveau als voorspellers van fysiek disciplineren bij vaders en moeders,"Neeleman, Lisette","['Branger, M.', 'Vermeer, H.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Validating an affect-based measure to detect fear in the workplace: Structural, construct and criterion validity","Iberni, Elisabetta","['Boezeman, E.J.', 'Putten, M. van']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
‘They Are Human Beings’: An analysis of the use of ‘human rights-language’ by the Israeli Government with regards to its settlements-policies in the years 2015-2019,"Yahye, Elian","['Benneker, V.', 'Demarest, L.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The internet unleashed – A qualitative study on the influence of smartphone technology on attention and sociality in the lives of Dutch twenty to thirty-year- olds,"Sarfaty, Raoul","['Postma, Metje', 'Saptari, Ratna']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Two-spirit: embodying the feminine and the masculine,"Verheijen, Viviane","['Naafs, Suzanne', 'Maaker, Erik de']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
A meta-analysis on mental disorders in refugees: Examining current prevalence rates and the influence of length of residency,"Jensen, Katarina","['Molendijk, M.L.', 'Beurs, E. de']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
HiLo Card Guessing Game: EEG study on the p300 response after performance feedback in high and low socially anxious individuals,"Es, Lianne van","['Kortink, E.D.', 'Molen, M.J.W. van der']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Beroepsopvatting, autonomie en handelingsbereidheid van basisschoolleerkrachten bij een meer open of stapsgewijze aanpak van het curriculum","Sommeren, Ruth van","['Glastra, F.J.', 'Brabander, C.J. de']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Democracy and climate change in Sub-Saharan Africa,"Scholte, Bart","['Demarest, L.', 'Boin, A.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Human rights in Saudi Arabia: Finding a causal relationship between dependency on oil and human rights violations,"Vreede, Michiel de","['Benneker, V.', 'Tromble, R.K.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Attendance requirements and sickness presenteeism: Workplace social support as a moderator,"Asirwatham, Andrea","['Verhoeven, C.J.M.', 'Wijn, A.N. de']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Material incentives and active health behavior change interventions to promote short-term and long-term weight loss: A meta-analysis,"Vliet, Milon H.M. van","['Keesman, M.', 'Janssen, V.']",2019,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Prospect theory and identity: Why leaders take risks against all odds,"Scheur, Vincent van de","['Bakker, F.', 'Kopecky, P.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Opvoedstress in de relatie tussen mentale problemen van ouders en gedragsproblemen van kinderen: Mediatie of moderatie?,"Jansen, Leonie","['Haan, W.D. de', 'Alink, L.R.A.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Media multitasking and mental well-being in university students: A network approach,"Weigmann, Esther","['Fried, E.I.', 'Lee, J.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Migratie, burgerschap en grenzen binnen Europa: Een onderzoek naar het effect van migratie op burgerschap en grenzen in Groot-Brittannië, Frankrijk en Duitsland","Kimman, Laura","['Saptari, Ratna', 'Samuels, Annemarie']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
"The unique role of fear of positive evaluation on the cognitive, behavioural, and emotional components of social anxiety","Nour, Sarah","['Miers, A.', 'Molen, M. van der']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The mandate divide revisited: Electoral incentives and parliamentary party unity in mixed-member electoral systems,"Souer, Michael","['Mickler, T.A.', 'Otjes, S.P.']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De relatie tussen parental self efficacy en externaliserend probleemgedrag bij peuters van twee jaar: De mediërende rol van disciplineren,"Revales, Youandi","['Mesman, J.', 'Bruijn, Y. de']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Ingroup attitudes and division under occupation,"Mousa, Mohammad","['Longo, M.', 'Ragazzi, F.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
How does the issue of migration remain securitised in the central Mediterranean?,"Bryson, David","['Longo, M.', 'Ragazzi, F.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Eye-tracking onderzoek naar Other Race Effect bij Taiwanese kinderen,"Saly, Lisanne","['Li, B.', 'Groep, S. van de']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The role of parenting in the development of morality in middle childhood,"Papanastou, Georgios","['Meulen, M. van der', 'Zanolie, K.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het effect van mindset op motivatie tijdens een negatieve stemming,"Öz, Ayşe","['Steenbergen, H. van', 'Berlo, E. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The rationality of minority governments: A study into the functioning of supporte minority cabinets,"Hendrikson, Daan","['Otjes, S.P.', 'Louwerse, T.P.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
De paradox van inclusiviteit in de LGBT+ gemeenschap,"Stam, Jet","['Naafs, Suzanne', 'Maaker, Erik de']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
