title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Predicting the behavioral intention to grant permission for PSD2,"Schrier, William","['Dijk, W. van', 'Dijk, E. van']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['PSD2', 'Attitude', 'Subjective norm', 'Trust']"
How we evaluate those who respond to another's fate: Gender stereotypes in the evaluation of (in)congruent expressions,"Hoozemans, Lotte","['Dijk, W.', 'Seip, E.C.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,['Schadenfreude']
De relatie tussen chaos in de thuisomgeving en externaliserend probleemgedrag van het kind: Mediatie door slaapduur en slaapkwaliteit van het kind,"Moska, Christina","['Vrijhof, C.I.', 'Euser, S.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The brave baltics: Small states in high politics,"Eijk, Bob Martin van","['Veenendaal, W.P.']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Slachtofferschap als voorspeller voor schoolbetrokkenheid: Een studie naar de schoolbetrokkenheid van slachtoffers van pesten op het MBO,"Overmeer, Sharina","['Vedder, P.H.', 'Geel, M. van']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Does being treated by an experienced therapist make a difference in recovery and evaluation of the treatment?,"Bouasria, Rachida","['Noordenbos, G.', 'Beurs, E. de']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['experienced therapist', 'eating disorders']"
Kroeshaar in Amerika: Een casestudie naar de betekenis van kroeshaar bij donkere vrouwen in de Verenigde Staten en Brazilië van de slavenperiode tot het heden,"Lopes de Brito, Dulcineia","['Jansen, J.A.M.M.', 'Verheijen, J.P.E.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Hoe weird is evolutionaire psychologie?,"Ramlal, Ravina","['Pollet, T.', 'Staats, H.J.A.M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Attentional bias in humans for primate emotion and vice versa: A cross-species study on attentional bias in humans and nonhuman primates,"Dohmen, Marleen","['Berlo, E. van']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Het effect van het lezen van e-boeken op tekstbegrip van beginnende lezers,"Visser, A.G.","['Sikkema-de Jong, T.M.', 'Mol, S.E.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Effecten van verbale suggesties en individuele verwachtingen op zelf-gerapporteerde huidconditie en zwelling,"Qiu, Elise Y.","['Meewis, S.H.', 'Veldhuijzen, D.S.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Borderline personality disorder features as a mediator in the relationship between childhood abuse and intimate partner violence: A serial multiple mediation analysis,"Renn, Julian B.","['Krause-Utz, A.D.', 'Antypa, N.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Analyzing likert-type questions properly,"Veldhuizen, Willianne van","['Bakk, Z.', 'Rooij, M. de']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De verandering van religieus gedrag in twee generaties moslims in Nederland,"Stook, Lynn","['Janssen, J.A.M.M.', 'Janssens, F.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['islam', 'religie', 'secularisering', 'moderniteit']"
Validiteit- en betrouwbaarheidsonderzoek van de Nederlandse San Martin Scale bij cliënten met een verstandelijke beperking en een intensieve zorgvraag,"Yen, Sehide","['Dijkxhoorn, Y.M.', 'Wulms, G.H.A.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Beyond skin deep: characteristics of dating success,"Leuenberger, Sara Marie","['Prochazkova, Eliska', 'Sellaro, R.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"The good size of maximizing: On how maximizing and choosing the best option can result in lower regret, higher satisfaction, and a lower desire to change the decision","Tolen, Sanne","['Noordewier, M.K.', 'Lelieveld, G.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['maximizing', 'regret', 'satisfaction', 'change', 'choosing best']"
Midfrontal theta power reactivity to unexpected peer rejection feedback: An individual differences approach,"Kortink, Elise D.","['Molen, M.J.W. van der', 'Harrewijn, A.']",2017,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['Theta power', 'social feedback', 'attachment', 'individual differences', 'network analyses']"
Heft effect van dispositionele angst op psychofysiologische habituatie tijdens het toedienen van herhaalde hittestimuli,"Kulk, Kaylynn","['Peerdeman, K.J.', 'Vaart, R. van der']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Self-efficacy en Mastery goals: een onderzoek naar de samenhang tussen academisch zelfbeeld en leergierigheid op school in leuke en niet leuke vakken,"Scheltens, Taco","['Wijsman, L.A.', 'Westenberg, P.M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Verantwoord ruilen: De (on)omkeerbaarheid van beslissingen, verantwoordelijkheid en spijt","Vorst, Iris van de","['Bullens, L.', 'Noordewier, M.K.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Wanneer jij het zegt word ik meer ontspannen: De rol van een ontspanningsoefening, een verbale suggetie en neuroticisme bij het ervaren van acute stress","Doornenbal-van der Velde, Rivka","['Schakel, L.', 'Laarhoven, A.I.M. van']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The influence of surgery on health-related quality of life among hernia patients and the role of social support,"Bruinings, A.","['Schakel, L.', 'Gebhardt, W.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Curiosity and how it shapes our evaluation: Does knowing more lead to liking less?,"Gils, Eveline van","['Noordewier, M.K.', 'Dijk, W.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Curiosity', 'Teasers']"
Delay discounting: Zelfcontrole en gender effect bij een consumeerbare en hypothetische financiele delay discounting taak,"Vrij, Angelique de","['Meulen, M. van der', 'Peters, S.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The relation between well-being and procrastination,"Haas, Nianne de","['Hickendorff, M.', 'Koornneef, A.W.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,en,,
A biopsychosocial perspective on pain intensity and pain-related disability in older adults with musculoskeletal pain and multi-morbidities: A longitudinal study,"Peersmann, Shosha H.M.","['Gucht, V.M.J. de', 'Elzinga, B.M.']",2017,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['older adults', 'joint pain', 'co-morbidities']"
The role of social comparison in the effectiveness of psychological care in oncology,"Caspers, Elena M.","['Doef, M.P. van der', 'Middendorp, H. van']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['social comparison', 'oncology']"
Meesterinjewerk.nl as an employability enhancer: A research on the factors that influence the employability of civil servants in the Netherlands,"Veghel, Valentina van","['Steensma, H.O.', 'Putten, M. van', 'Feyter, M. de']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['employability', 'online interventions', 'career competencies', 'civil servants']"
"Vechten lost niets op?: De verschillen tussen fitnessers, taekwondoka’s en niet-sporters op het gebied van stress en zelfvertrouwen","Wagemakers, Stéphanie","['Haringsma, R.', 'Edelaar-Peeters, Y.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"De rol van slachtofferschap in de relatie tussen sociaal-economische status en de gedragsmatige, cognitieve en emotionele component van schoolbetrokkenheid","Boer, Henrieke","['Geel, M. van', 'Goemans, A.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Valuing posttraumatic stress disorder: Exploring valuations of posttraumatic stress disorder compared to migraine,"Deelen, S. van","['Edelaar-Peters, Y.', 'Antypa, N.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen aandachtstekort en verwerkingssnelheid en het effect op sociale vaardigheden van kinderen,"Marle, Selina van","['Vermeulen, M.C.M.', 'Ziermans, T.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Welke leider bevordert groepsonderhandelingen? Een onderzoek naar de verschillen tussen machtstypen en sociale motieven in groepsonderhandelingen,"Schimmel, Joost","['Steinel, W.', 'Lelieveld, G.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The relationship between genetic susceptibility to major depression and neuropsychological functioning in childhood: A population-based study,"Lavooy, Janine","['Schuitema, I.', 'Habers, G.E.A.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Target social class and prosocial behaviour, in a realistic setting","Broek, Adinda M. van den","['Doesum, N.J. van', 'Pollet, T.V.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['prosocial behavior', 'social class']"
Understanding the influences on self-esteem: The impact of personality type on the relationship between attachment style and self-esteem,"Hammarberg, Elin","['Spaans, J.P.', 'Peters, S.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"The relationship between inflammation, brain volume and cognitive function in psychotic disorders","Heuvel, Kelly van den","['Schuitema, I.', 'Habers, G.E.A.', 'Begemann, M.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
#Grenzendicht: Een literatuurstudie naar emoties binnen de Nederlandse samenleving die zijn ontstaan ten tijde van de vluchtelingencrisis,"Izelaar, Simone","['Bähre, E.', 'Maaker, E. de']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,['onderzoek naar emotie binnen Nederlandse samenleving']
"Invloed van de impliciete intelligentietheorie op de competentiegevoelens, autonomiegevoelens en het gevoel van angst","Veen, R. van","['Bakker-van den Berg, A.S. van den', 'Stroet, K.F.A.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Hoe voeding ons vormt: De ontwikkeling van een genderidentiteit door eten,"Monfils, Myrthe","['Janssens, F.', 'Pels, P.J.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['voeding', 'genderidentiteit', 'scripts', 'eten', 'belichaming']"
The effects of childhood emotional maltreatment on facial affect recognition and emotional memory in adult remitted depressed patients,"Hoppen, T.H.","['Antypa, N.', 'Elzinga, B.M.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Emotional maltreatment', 'Major depressive disorder', 'Facial affect recognition', 'Emotional memory', 'Mood-congruent informattion processing bias']"
Wanneer de Kiezer gaat Kiezen: Macht of Mens?: Wat is het relatieve electorale gewicht van het strategisch stemeffect en het persoonseffect?,"Oltmans, Charlot J.J.","['Holsteyn, J.J.M.']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Navigatie: Zijn mannen en vrouwen toch niet zo verschillend?,"Graaf, Rebecca de","['Ham, C.J.M. van der', 'Skvortsova, A.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Sino-Mauritianen, Basarwa en de weg naar ontwikkeling: Etnische minderheden in coalitional en dominant-party developmental democratic states","Stella, M.V.","['Cranenburgh, O.B.R.C. van']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
De relatie tussen de hechting en lichaamsbeeld: Percepties van moeder en dochter,"Stokkel, Leanne","['Aar, L.P.E. van der', 'Peters, S.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Protection of property rights, regime types and economic growth","Bruggeman, Istvan","['Coppenolle, B.K.S. van']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Do you regret it yet?: Responsibility as a mediator between (ir)reversible decision-making and regret/self-blame,"Spaans, Reinout S.","['Bullens, L.', 'Noordewier, M.K.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De evolutionaire wortels van emotie,"Dercksen, Jesse","['Berlo, E. van', 'Bocanegra, Bruno']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Dangdut als lokale interpretatie van globale ideeën,"Tan, L.H.","['Saptari, R.', 'Rana, J.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,['Dangdut']
Do photographs in curricula vitae matter?: The influence of a formal or informal photograph on hirability,"Kolk, Mirjam van der","['Pollet, T.V.', 'Doesum, N.J. van']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Regional integration theories and the case of the ASEAN integration process: Explaining the slow progress,"Fauzisyah, Vikar","['Sampson, M.D.']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The development of understanding one's own and others' false beliefs,"Zessen, Bobbie van","['Mulder, H.N.M. de', 'Aar, L. van der']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Peuters en Touchscreen-Media: De relatie tussen ontluikende geletterdheid, touchscreen-mediagebruik en de rol van ouders","Engelenhoven, W.A.C.A. van","['Merkelbach, I.', 'Mol, S.E.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The relationship between sleep quality and affect after an acute psychosocial stressor: The moderating role of fatigue,"Zevenhoven, Pia","['Manai, M.', 'Schaefer, R.S.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
A comparative study of mental imagery in women with an eating disorder and healthy control women,"Hijne, Kim","['Dingemans, A.E.', 'Noordenbos, G.']",2017,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['mental imagery', 'eating disorders']"
Analysing the use of tax penalties in prefilled tax forms,"Rijnschot, Alyssa","['Dijk, W. van', 'Mors, E. ter']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,['Prefilled tax forms']
The miss universe of aesthetic beauty: Literatuuronderzoek naar agency die vrouwen ervaren bij hun keuze voor esthetische chirurgie bij deelname aan missverkiezingen in Venezuela.,"Drijver, Kimberley","['Heide, N. van der', 'Jansen, J.A.M.M.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['esthetische chirurgie', 'missverkiezingen', 'Venezuela']"
Behave like you would or behave like you should: The influence of morality and norms on doing the right thing,"Engelaar, Claartje","['Dillen, L.F. van', 'Lelieveld, G.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['morality', 'social norms', 'prosocial behaviour', 'self-monitoring']"
De invloed van ouder(s) met een (subklinische) sociale angststoornis op de sociale angst van hun kinderen,"Valk, Milon de","['Bas-Hoogendam, J.M.', 'Westenberg, P.M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De invloed van serious games op de voedingskeuze: Zelfcontrole als voorspeller van de eetgewoontes,"Oostveen, Rose van","['Schakel, L.', 'Middendorp, H. van']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Policy changes in the face of uncertainty: the case of returning foreign fighters in the Netherlands,"Horn van den Bos, J.A. van der","['Ragazzi, F.P.S.M.', 'Nieuwenburg, P.']",2017,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Filling in the gaps: The Impact of curiosity on affect and evaluation,"McIntyre, Sinead","['Noordewier, M.K.', 'Dillen, L.F. van']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Stigmatisering van antisociale persoonlijkheidsstoornis: Een blik op het sociale leven,"Veen, Santana","['Molendijk, M.L.', 'Jans, L.A.W.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The psychological distance of life and death: Through the lens of (un)certainty and regulatory focus,"Conroy-Dicker, Marguerite","['Marguc, J.', 'Blaker, N.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Toevoeging van atrofie van de entorhinal cortex en de precuneus als nauwkeurigere classificatiemaat voor de ziekte van Alzheimer,"Doorn, Lotte van","['Vos, F. de', 'Verdam, M.G.E.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Een driedimensionaal perspectief op artisanale goudmijnbouw in Tongo (Tallensi-Nabdam District in Ghana),"Camp, Esther van de","['Jansen, J.A.M.M.', 'Luning, S.W.J.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,
Plussen of minnen: Kiezen leerlingen uit groep 6 adaptief tussen de oplossingsstrategieën indirect optellen en direct aftrekken bij meercijferige aftrekopgaven?,"Faes, C.A.T.","['Hickendorff, M.', 'Bakker-van den Berg, A.S. van den']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Cultureel erfgoed en de Sami: De invloed van institutionalisering op identificatie,"Korpershoek, Mirte","['Heide, N. van der', 'Westmoreland, M.R.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
The effect of video training on teachers’ interpretation skills of progress data graphs,"Dam, N.J.M. van","['Espin, C.A.', 'Dijken, M. van']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Empatische bezorgdheid en prosociaal gedrag in sociale exclusie,"Gerretsen, Michelle","['Jans, L.A.W.', 'Molendijk, M.L.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
State-dependent effects of transcutaneous vagus nerve stimulation,"Benen, D.J.","['Burger, A.M.', 'Overgaauw, S.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,['vagus nerve stimulation noradrenaline']
Sensitiviteit van de moeder en het verloop van agressie bij kinderen van 6 en 20 maanden,"Roosmalen, Roxanne van","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Olfactory conditioning of brief stress-management training and the effects of neuroticism and extraversion thereon,"Zwart, Rins de","['Ciere, Y.', 'Middendorp, H. van']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Stress en sensitiviteit van moeders en vaders en probleemgedrag van kinderen op 14 maanden,"Bijlsma, Renske","['Alink, L.R.A.', 'Woudstra, M.J.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Gamen en schoolbetrokkenheid bij impulsieve studenten in het MBO: Een onderzoek onder mbo-studenten naar de relatie tussen impulsiviteit en (gedragsmatige, emotionele en cognitieve) schoolbetrokkenheid en in hoeverre deze relatie gemedieerd wordt door het gamen","Poyraz, Emine","['Vedder, P.H.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
#Hashtagwar: States using twitter to win the “hearts and minds” of the international public during an armed conflict,"Warsame, Idil","['Tromble, R.']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The influence of anxiety and mood on placebo-effect,"Bergh, Roos van den","['Skvortsova, A.', 'Ham, C.J.M. van der']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Hoe weird is de sociale psychologie?,"Persoon, Cas","['Pollet, T.', 'Staats, H.J.A.M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Explaining the decline of the UK middle class in the 1980s,"Dragt, David","['Coppenolle, B.K.S. van']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"The relationship between chronotype and depressive symptoms, and the role of poor sleep quality in this relationship","Bradley, Susan F.","['Berg, J.F. van den', 'Bruijn, E.R.A.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The impact of metabolic control and tetrahydrobiopterin treatment on health related quality of life of patients with early-treated Phenylketonuria,"Simons, Quirine","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Exploitation and exploration in search: Priming search in different cognitive domains and the role of striatal dopamine,"Mekern, Vera Nathalie","['Kleijn, R.E. de', 'Hommel, B.']",2017,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['cognitive search', 'visual search', 'foraging', 'dopamine', 'eyeblink rate', 'striatal dopamine']"
"Perfectionisme, negatief affect en uitstelgedrag","Mesman, Mickey","['Hickendorff, M.', 'Koornneef, A.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Stigmatisering van antisociale persoonlijkheidsstoornis: Een vergelijking met schizofrenie,"Salm, Joey van der","['Molendijk, M.L.', 'Jans, L.A.W.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Prentenboeken op het Smartboard: Het effect van digitale prentenboeken op fonologisch bewustzijn en woordenschat,"Busser, Nikki","['Dijken, M.J. van', 'Kooy, V.A.C. van der']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Migrant memories. Museum Representations of Liverpool Jewry,"Elkin, Sam","['Pels, P.J.', 'Heide, N. van der']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
(Over)leven met klimaatverandering: De maatschappelijke gevolgen van klimaatverandering vanuit sociologisch en antropologisch oogpunt,"Dijk, Maaike van","['Pauwelussen, A.P.', 'Pijpers, R.J.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['klimaatverandering', 'sociale ongelijkheid', 'sociale cohesie', 'adaptatie']"
Let's talk about #democracy: A comparative study on the practice of digital diplomacy towards democratizing countries,"Ragab, Ramzy","['Tromble, R.K.']",2017,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
An eye for an eye: Gender differences in predicting non-verbal decision-making during the prisoners' dilemma game,"Meier, R.","['Behrens, F.', 'Jepma, M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Experience of and predictors for post-traumatic stress symptoms in children with MTBI, and its determination of quality of life","Mat, F.A.C. le","['Habers, G.E.A.', 'Peerdeman, K.J.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"An analysis of the relationships between pretend play, executive functions and vocabulary production","Klippel, Lizette","['Bexkens, A.', 'Bohnen, E.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['pretend play', 'executive function', 'vocabulary']"
Does social status influence the way adolescents perceive fairness in bargaining situations?,"Jacas Peix, Berta","['Zanolie, K.', 'Groep, S.W. van de']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Social status', 'Adolescence']"
Gedragsproblematiek van pleegkinderen: Associaties met pleegouder- en pleegzorgplaatsingsfactoren?,"Marel, Esther van der","['Smeets, D.', 'Linting, M.']",2017,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Understanding the effects of social feedback on self-esteem and the moderating role of social anxiety,"Chogo, K.M.","['Ly, V.', 'Guicherit, J.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
EEG theta/beta ratio as a biomarker of cognitive control and its role in adaptive regulation of emotional attention,"Verheij, Lieke","['Putman, P.L.J.', 'Rover, M. de']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Neural correlates of neurofibromatosis type I: Exploratory multimodal evidence from cerebral volume, functional connectivity, and white matter microstructure","Prouskas, Stefanos","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Rewilding politiek in grondslag en uitkomst: Van globale discoursen naar lokale ervaringen in Nederland en Tsjechië,"Veens, Anne","['Jansen, J.A.M.M.', 'Pauwelussen, A.P.']",2017,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,"['rewilding', 'natuurontwikkeling', 'natuurbeleid', 'beeldvorming', 'mens/natuurrelaties', 'landschap']"
