title,author,supervisors,date,faculty,program,type,language,abstract,keywords
"De relaties tussen prenatale gehechtheid, zelfvertrouwen ten aanzien van de moederrol en theory of mind op 20 en 30 maanden","Belleman, Sonja","['Huijbregts, S.', 'Barneveld, P.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Persoonlijkheid en pro-socialiteit: Een onderzoek naar de relatie tussen persoonlijkheid, pro-sociaal zelfbeeld en pro-sociaal gedrag in de adolescentie","Hesse, Laura","['Aar, L.P.E. van der', 'Macks, Z.A. op de']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Kindermishandeling en chaos in de thuisomgeving,"Grylak, Sam","['Andeweg, S.', 'Rippe, R.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Attentional bias towards visual pain stimuli in healthy adults: The role of stimulus relevance, attention control, and pain catastrophizing","Ende, Fabienne van den","['Laarhoven, A.I.M. van', 'Habers, G.E.A.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Predicting suicide attempts through different classification methods,"Mulder, Vincent","['Fokkema, M.', 'Rooij, M. de']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The disclosure of the photographs from the Abu Ghraib prison: A reversed rally 'round the flag effect?,"Mieghem, Charlie van","['Dooremalen, T. van', 'Vonno, C. van']",2019,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Differentiatieaanpakken en motivatie op de basisschool,"Demirbacak, Serge","['Stroet, K.F.A.', 'Jolles, D.D.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De rol van empathie in de relatie tussen puberteit en pro-sociaal leren,"Vries, Irene de","['Macks, Z.A. op de', 'Spaans, J.P.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The social construction of meat; consuming inequality,"Dam, Erica van","['Littlejohn, Andrew', 'Bähre, E.']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
The efficacy of a new online cognitive remediation game on verbal memory and overall functioning in psychiatric patients,"Alvarez, Michi Rosa Kathleen","['Domen, A.C.', 'Habers, G.E.A.', 'Schuitema, I.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of expressive suppression on inhibitory control in bulimia nervosa and binge eating disorder,"Schmidt, G.D.","['Dingemans, A.E.', 'Wever, M.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Genderstereotypen in kinderboeken en kindertelevisie over de jaren heen,"Rooij, Sara de","['Rosmalen, L. van', 'Vermeer, H.J.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Can God-representations be protective factors in suicidal ideation and depression?,"Vrolijk, Silvia","['Molendijk, Marc', 'Giezen, Anne van']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Behulpzame religie; Hoe religie een rol speelt bij humanitaire hulpverlening na natuurrampen,"Delhaas, Manon","['Samuels, Annemarie', 'Boog, Igor']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Emotieregulatie en sociale competenties: Is hier een verband tussen en welke rol speelt cultuur hierbij?,"Draaisma, Alicia","['Li, B.', 'Groep, S. van de']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Ruimte en vertrouwen: Waarom mensen blijven wonen in een sloppenwijk,"Meijgaarden, Kyra","['Jansen, Jan', 'Barendregt, Bart']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Governmental institutions and its effect on trust and cooperation,"Guijt, Jaap","['Gross, J.', 'Méder, Z.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De rol van negatief disciplineren in het verband tussen een ouderlijke depressie en emotionele problemen bij kinderen,"Berg, Jana van den","['Emmen, R.', 'Mesman, J.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Motivationele en alledaagse inhibitiecontrole als mediator en/of moderator in de relatie tussen cannabisgebruik en externaliserend probleemgedrag bij jongvolwassenen,"Schuurmans, Eline","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Identity formation during adolescence: Can positive risktaking foster this process?,"Arnaud van Boeckholtz, Joline d'","['Peper, J.S.', 'Brandner, P.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"When defection and cooperation, are associated with costs: The impact of costs in a one-time prisoner’s dilemma and their influence of gender","Homan van der Heide, Jan","['Molenmaker, W.', 'Dijk, E. van']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het verband tussen ouderlijke stress en externaliserend probleemgedrag bij kinderen in multiprobleemgezinnen: Het mediatie-effect van fysieke discipline,"Goudriaan, Emmanuelle","['Asdonk, Sabine van der', 'Alink, L.R.A.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Breaking the poverty trap: Investigating the relationship between financial shame and financial self-efficacy,"Bloem, Anna Elisabeth","['Stallen, M.', 'Pliskin, R.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Recht voor zijn raap: Een onderzoek naar de uitleg van het placebo-effect op basis van eerlijkheid,"Jeltema, Amanda","['Smits, R.M.', 'Middendorp, H. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The effect of body position on event-related potentials,"La Rosa, Benedetta","['Schuitema, I.', 'Kuil, M.N.A. van der']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Digging up the evolutionary roots of attentional biases: Comparisons between age, gender and across species","Kok, Amber de","['Roth, Tom', 'Jongkees, Bryant']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Wordt de relatie tussen het aantal weken dat moeder borstvoeding geeft en de Body Mass Index van kinderen op tweejarige leeftijd gemedieerd door de mate van responsief voeden door moeder?,"Tas, Nienke van der","['Vliet, M.S. van', 'Vermeer, H.J.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Het verband tussen de Sociaal Economische Status en het werkgeheugen bij kinderen met een extra X-chromosoom,"Dunkes, Ruby","['Urbanus, E.L.', 'Vermeulen, M.C.M.']",2019,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"De aap in ons: Herkenning van emotionele expressies van een naaste verwante, de bonobo","Schut, Elina Jantina","['Berlo, E. van', 'Steenbergen, H. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Vertrouwen als middel: een antropologische benadering van online datingfraude; Bachelorscriptie Culturele antropologie en ontwikkelingssociologie,"Buijze, Annemiek","['Barendregt, Bart', 'Jansen, Jan']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Kan onbewuste attentional bias modification training de gevoeligheid voor jeuk verminderen?,"Schoot, Yalou","['Laarhoven, A.I.M. van', 'Wolters, F.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Risk factors of intimate partner violence: Do childhood maltreatment, behavioral coping strategies, and gender predict intimate partner violence?","Ott, Linnea","['Krause-Utz, A.D.', 'Tollenaar, M.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Tussen behoud en verval: De rol van vergeten in UNESCO Werelderfgoed,"Made, Isolde van der","['Jansen, Jan', 'Barendregt, Bart']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
Het effect van het kennen van groepsleden op het volunteer's dilemma,"Horlings, Jessica","['Kwaadsteniet, E.W. de', 'Ruigendijk, H.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het effect van oplichtende tekst in digitale prentenboeken op de ontwikkeling van ontluikende geletterdheid bij kleuters,"Offerman, Rynell","['Sikkema-de Jong, Marga', 'Mol, S.E.']",2019,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"The Fluidity of Life: An anthropological account of relating body, knowledge and environment in an Indonesian Permaculture community","Hertel, Kyra","['Saptari, Kyra', 'Westmoreland, Mark']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Mapping Europe’s party families in east and west: Familiar and regional patterns,"Jocker, Thomas","['Pellikaan, H.', 'Louwerse, T.']",2019,Faculty of Social & Behavioural Sciences,Political Science and Public Administration (research) (MSc),Research master thesis,en,,
The influence of academic stress and insomnia on suicidal thoughts and behavior among university students: Mediated by a negative attitude toward self?,"Homan, Merel M.","['Mouthaan, J.', 'Ly, V.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen emotieregulatie en empathie: Een onderzoek naar Nederlandse en Taiwanese kinderen tussen de 3 en 10 jaar oud,"Langemaire, Vera","['Li, B.', 'Groep, S. van de']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
How we interpret strategic helpseeking,"Bisschops, Kirsten","['Leeuwen, E. van', 'Mors, E. ter']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Usability and implementation of an internet-based cognitive behavioural therapy (ICBT) for chronic pain,"Bos, Y.M.A.","['Vaart, R. van der', 'Manaï, M.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
A nocebo effect may be evoked on mental fatigue: An experimental study,"Kaaij, Annemarth van der","['Wolters, F.', 'Laarhoven, A.I.M. van']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
