title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Effect van opvoedingsstijl van de moeder op de inhibitie controle van het kind rondom 20 maanden,"Makaai, Eliana","['Huijbregts, S.C.J.', 'Urbanus, E.L.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Pestgedrag binnen de multiculturele samenleving: De rol van etnische diversiteit binnen de klas,"Woude, Laura van der","['Vedder, Paul']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Protective factors in the influence of familial illness on adolescent functioning.,"Hoevenaren, Elsemieke","['Sieh, Dominik']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Slaapkwaliteit, slaapduur en slaaphygiëne in relatie tot internaliserend probleemgedrag","Kil, Jodie","['Vermeulen, Marije', 'Bouw, J.C.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De rol van de sociale context in ouderlijke sensitiviteit wanneer het kind 4 maanden oud is,"Kuiper, Nikki","['Veen, Rixt van der', 'Alink, L.R.A.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The effects of stress and tVNS on cognitive flexibility and working memory,"Schoor, Sherilynn van der","['Tona, K.', 'Sellaro, R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De relatie tussen dagelijkse stressoren en empathie en het effect van gender,"Vleuten, Linda van der","['Tollenaar, M.', 'Edelaar, Y.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Ontwikkeling van orthografische kennis, woordbegrip en leesvaardigheid door E-Boeken bij beginnende lezers","Dekker, Denise","['Sikkema-de Jong, T.M.', 'Kooy-Hofland, V.A.C. van der']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Institution or state-led development? Comparative case study of Rwanda and Burundi,"Peters, Paul","['Zwart, F. de', 'Jentzsch, C.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Trust(ing) is in our nature but could we find some trust in our nature: Onderzoek naar de samenhang tussen het interpersoonlijk vertrouwen en de omgeving,"Kose, Julide","['Wal, A. van der', 'Staats, H.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Work-home interference: An examination of its mediating role between various individual characteristics with organizational commitment and turnover intention,"Kusumaningtyas, Adisti","['Verhoeven, Chris', 'Doef, Margot van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Machiavelli in the 21st century,"Ivancic, Michael","['Vergerio, C.', 'Tromble, R.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Hoe ogen functioneren als deur naar vertrouwen: Hoe beïnvloeden veranderingen in pupilgrootte vertrouwen,"Ramyad, Angela","['Wehebrink, K.', 'Band, G.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Kleine staten en de opkomst van nieuwe grootmachten: Hoe reageren de Malediven, de Seychellen en Mauritius op de toenemende geopolitieke competitie in de Indische Oceaan door de Verenigde Staten, India en China?","Haal, Duco","['Veenendaal, W.', 'Bakker, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The LGBTQ+ NATION: Transnational identity and the nation (al)-state,"Westenberg, Tiaan Andre","['Tsagkroni, V.', 'Spirova, M.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
European trade policy: Balancing liberal and protectionist preferences,"Meegeren, Lisa van","['Nem Singh, J.', 'Sampson, M.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"Keep calm, eat fish: Associating intake of n-3 fatty acids and a healthy diet with dysphoria and suicidality","Hövell van Wezeveld en Westerflier, Kim A.D. van","['Schuitema, I.', 'Nijboer, F.', 'Giltay, E.J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"The Welfare State and Immigration in the Dutch Political Debate from 1998 to 2004: Securitization, Welfare Chauvinism and Multiculturalism","Teleki, Oscar","['Reuler, E. van', 'Koole, R.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De interne legitimiteit van fractieafsplitsingen: De wardering voor fractieafsplitsingen binnen de Tweede Kamer van 1960-2017,"Kievits, Tessa","['Koole, R.A.', 'Castenmiller, P.G.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
De invloed van leesmedium en tekstopmaak op tekstbegrip bij beginnende lezers,"Vermeulen, Marjolein","['Bansi, S.D.', 'Koornneef, A.W.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Van beweging tot redelijk alternatief: Verkiezingsnederlagen en partij verandering bij Democraten 66,"Schippers, Berend Jan","['Koole, R.A.', 'Castenmiller, P.G.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
De associatie tussen meegemaakte kindermishandeling en de mate van negatief affect in de vroege volwassenheid: Temperament als moderator,"Mouw, Anne José","['Alink, Lenneke', 'Prevoo, Marielle']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The politics of affordances: Manipulating your environment,"Lambregts, Tommie","['Barendregt, B.', 'Jansen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
"Students don't be so hard on yourself! academic stress, self-compassion and mental health in students.","Homann, Hanna-Sophie","['Garnefski, Nadia', 'Ly, Verena']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De relatie van instructie, waarschuwingen, begrijpend leesniveau en visuele-schematische representaties tot realistisch rekenen","Ait Khouya Lahsen, Hind","['Hickendorff, Marian', 'Broek, Paul van den']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The rigged monopoly game: Observer's attributions and reactions to unequal allocation of resources,"Radulova, Mirena","['Vermunt, R.', 'Kwaadsteniet, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['unequal allocation', ""observers' stance"", 'rigged monopoly game']"
Het verschil in sociale vergelijking tussen sporters en niet-sporters: Scoren sporters zichzelf hoger in het leven en de ‘gemiddelde student’ lager dan niet-sporters?,"Bijkerk, Floor","['Heus, P. de', 'Bakk, Z.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Spatial anxiety binnen de gezonde Nederlandse samenleving: Effecten van leeftijd, sekse en opleidingsniveau op spatial anxiety","Premcharan, Rowin","['Ham, I. van der', 'Wijn, N. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The 'Normative Power Europe' paradox: How commercial interests within the Council and the European Commission favored the integration of normative means of labor rights promotion in the EU-Vietnam Free Trade Agreement,"Til, Frederik van","['Pomorska, K.', 'Blarel, N.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
How people perceive modern privacy in the horizontal and vertical domain,"Kooyman, Rens","['Steinel, W.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Pleegkinderen en hechtingsproblematiek in de klas: uitdagingen voor leerkrachten,"Nagtegaal, Fabianne","['Smeets, D.', 'Goemans, A.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The relationship between tubers and autism in children with tuberous sclerosis: The mediating role of epilepsy,"Wits, Mathilde","['Schuitema, I.', 'Nijboer, F.', 'Mous, S.', 'Geritsen, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Jeuk: Onderzoek naar het effect van de persoonlijkheidsfactor optimisme op de fysieke en zelf-gerapporteerde huidconditie na histamine iontoforese,"Dijk, Floor van","['Meeuwis, S.', 'Veldhuijzen, J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Het doneergedrag van adolescenten naar vrienden, klasgenoten en onbekende leeftijdsgenoten","Akhnij, Anissa","['Groep, S. van de', 'Burke, S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Other-race effect bij Taiwanese kinderen met een cochlear implantaat: Een eye-tracking studie,"Swenne, Denise","['Li, B.', 'Bos, E.J. van den']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De minister-president in Nederland: meer dan eerste onder gelijken? Een studie naar de manifestatie van presidentialisering van de uitvoerende macht,"Stegewans, Jelyn","['Holsteyn, J. van', 'Boin, A.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Improving sleep quantification by applying smartphone tapping data in addition to wrist actigraphy measurements,"Borger, Jay Noël","['Ghosh, Arko', 'Richter, Franziska']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['sleep quantification', 'sleep habits', 'wrist-actigraphy', 'smartphone behaviour', 'sleep disturbances']"
The relationship between medical-psychological factors and immunosuppressive medication adherence after kidney transplantation,"Kuilen, M.A. van de","['Doef, M. van der', 'Gucht, V.M.J. de', 'Massey, E.K.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"The relationship between effortful control, parental discipline, frontal asymmetry, and tympanic membrane temperature in 4-6 year old children","Botman, R.C.M.","['Alink, L.', 'Wijk, Ilse van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
"The interplay between childhood maltreatment, insomnia and suicidality in adults with depressive and anxiety disorders","Marien, A.","['Mouthaan, J.', 'Antypa, N.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['NESDA', 'insomnia', 'suicidality', 'childhood', 'maltreatment']"
Motivatie en sociale druk in de klas,"Landman, Kimberley","['Stroet, Kim', 'Brabander, Kees de']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Adolescents’ leisure activities and the relation to internalizing symptoms: an international study,"Zwol, N.E. van","['Rieffe, C.', 'Miers, A.C.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The relationship between self-regulation and social problems in children with an extra X-chromosome,"Herrebout, Lisette","['Rijn, Sophie van', 'Swaab, Hanna']",2018,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,,
The persistence of established dating theories in a real-life dyadic blind date study,"Nout, Yannick","['Prochazkova, E.', 'Kret, M.E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Een onderzoek naar de samenhang van een chaotische thuisomgeving en de mate van sensitiviteit tijdens het zorgen voor een babysimulator,"Bilsen, Jasmijn van","['Alink, L.', 'Prevoo, M.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Motivation and performance of the senior general secondary (HAVO) and the pre-university (VWO) students in GUTS,"Zhigorevich, Katja","['Wijsman, L.A.', 'Westenberg, P.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het zal wel aan de ouders liggen: De relatie tussen sensitiviteit en intrusiviteit van moeder en vader en probleemgedrag van het kind,"Bouchtoubi, Karima el","['Mesman, J.', 'Groeneveld, M.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
SES en Pesten: Mediatie door Psychopathie,"Sastrowitomo, Dewi","['Geel, Mitch van', 'Vedder, Paul']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,en,,
Is sociale steun van vrienden een mediator in de relatie tussen sociale angst en self-disclosure,"Linden, Fleur van der","['Bos, E. van den', 'Klapwijk, E.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The development of semantic interference,"Blommaert, Naniek","['Boelens, H.H.', 'Blöte, A.W.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Why children differ in levels of selfcontrol: A twin study examining the influences of genes, gender and the environment","Bent, Juliët van der","['Boelens, H.H.', 'Bokhorst, C.L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['self-control', 'delay of gratification', 'twins', 'genetics', 'parental sensitivity']"
Familiarity: The key to reduction of stigmatization?,"Overdulve, Carina","['Molendijk, M.L.', 'Sieh, D.S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The effect of nature on consumer behavior,"Jong, Eline de","['Wal, A.J. van der', 'Staats, H.J.A.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen religiositeit en traditionele rolverdeling van ouders en de genderstereotiepe ideeën en genderspecifieke interesses van het kind,"Bout, Marjolein","['Pol, Lotte van der', 'Vries, Else de']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Measuring stigma of mental illness by thin slicing and self-report,"Moort, Floortje van","['Molendijk, M.', 'Berg, J. van den']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effects of news media reporting about fake news on trust in media en politicians,"Schoppers, Arnoudt","['Louwerse, T.', 'Kopecky, P.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Factoren die het tekstbegrip beïnvloeden,"Voges, Kimberly K.","['Koorneef, A.', 'Bruïne, A. de']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Can you decide to be a satisfied dater? Satisfaction with online dating choices: The effect of decisiveness and choice overload,"Vorst, Iris van de","['Ruigendijk, H.A.H.', 'Pliskin, R.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen stress van vader en moeder tijdens de zwangerschap en het werkgeheugen van het kind op de leeftijd van 14 maanden: Mediatie van harsh discipline,"Eikelboom, Janneke","['Mesman, Judi', 'Bruijn, Ymke de']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
The association between BMI and depressive symptoms with inhibitory control in 12-15 year olds,"Zetten, M.J. van","['Habers, G.E.A.', 'Vreeker, A.', 'Jiskoot, L.G.', 'Roon, M. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De relatie tussen problemen met inslapen en doorslapen en internaliserend probleemgedrag bij kinderen met en zonder ontwikkelingsstoornis,"Peelen, Iris","['Vermeulen, M.C.M.', 'Bouw, J.C.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Middle Powers in the international hierarchy: How perceptions changed the position of Middle Powers in the international hierarchy,"Janssen, Lars","['Vergerio, C.', 'Tromble, R.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Examining if the IOWA gambling task is related to substance use, video gaming and social media use in adolescents and whether ADHD symptomatology mediates these relationships","Delfgaauw, Martine","['Schuitema, I.', 'Habers, E.', 'Bouter, D.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Lives in touch: Visual and sensory ethnographic explorations on living with companion animals in The Netherlands,"Posthuma, Anne","['Snowdon, P.', 'Jansen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Exploring stress: The effect of stress on the exploration exploitation trade-off,"Boekhout, Jantine","['Sjoerds, Z.', 'Wehebrink, K.S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Moving to music: The effect of the music’s induced emotional valence on the stability of cued movement,"Toonen, Niki","['Schaefer, R.', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"The state of welfare for lesbian, gay and bisexual citizens: Comparing European welfare regimes","Koning, Sammie","['Reuler, E. van', 'Koole, R.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Are the effects of prenatal stress on childhood memory performance mediated by HPA-axis regulation?,"Grafiadeli, Raphaela","['Tollenaar, M.S.', 'Luenen, S. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The anticommons dilemma: Exploring the trophy effect,"Banks, Frederick Storm","['Kwaadsteniet, E. de', 'Dijk, E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['anticommons', 'trophy effect']"
De Invloed van maladaptieve cognitieve Copingstrategieën op sociale angst bij kinderen met een extra X Chromosoom,"Breijer, Jamilla","['Nibbering, Nikki', 'Rijn, Sophie van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
A quantitative approach to measuring the relationship between sleep duration and smartphone interaction,"Cremers, Marthe","['Ghosh, A.', 'Poletiek, F.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Burnout in the hospitality sector: The important role of Person-Environment Fit and emotion regulation in employees,"Walle, Mandy van der","['Doef, M. van der', 'Verhoeven, C.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effects of electroconvulsive therapy for depression on cognition: A case-controlled longitudinal study,"Nuninga, Jasper Olivier","['Rover, M. de', 'Giezen, A.E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De ontwikkeling van reactieve en proactieve inhibitie bij basisschoolleerlingen en de relatie met leesvaardigheden,"Bruggeman, Yara","['Schel, M.A.', 'Leijenhorst, L. van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
A walk in the park: Experiencing and negotiating natural values in the nation park dunes of Texel,"Sendwicki, Martina","['Postma, M.', 'Barendregt, B.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
"De relatie tussen emotieregulatie, cannabisgebruik en internaliserend-/externaliserend probleemgedrag onder adolescenten en jongvolwassenen","Alirzayeva, Fatima","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Understanding foreign policy of small states: the case of Singapore: An analysis of the factors that contributed to Singapore’s deviant foreign policy,"Mooldijk, Ruben","['Veenendaal, W.', 'Pellikaan, H.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Geslacht in combinatie met pesten, slachtofferschap en externaliserend probleemgedrag bij mbo-scholieren in Nederland","Smit, Rosanne","['Vedder, P.', 'Geel, M. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Parent-adolescent conflicts and depressive symptoms among Surinamese-Hindustani female adolescents in the Netherlands: an online daily diary study,"Ramlakhan, Kiran","['Elzinga, B.', 'Verkuil, B.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Surinamese-Hindustani', 'parent-adolescent conflict', 'depression', 'cross-cultural psychology']"
De Invloed van de Werkgeheugencapaciteit op het Tekstbegrip,"Bijlsma, N.","['Bruïne, Amy de', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
China's flexigemonic approach and non-interference in South Sudan,"Veldt, Bauke van der","['Nem Singh, J.', 'Cranenburgh, O. van']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Atypical students a policy-oriented thesis on experiences of otherness among religious students at Leiden University,"Hooft, Simone 't","['Kripe, Z.', 'Barendregt, B.', 'Verheijen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
De ontwikkeling van prosociaal gedrag bij jonge kinderen en de invloed van sensitiviteit van de ouder,"Engelen, Chanel","['Euser, S.', 'Bulk, B.G. van den']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The impact of persuasion techniques and risk information on risk perception of investing in crowdfunding projects,"Loozen, Sophie","['Dijk, W. van', 'Dijk, E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['persuasion', 'risk', 'crowdfunding']"
Predictive variables for treatment outcomes in mental health care: Assessing the replicability of a simple case mix model in Common Mental Disorders,"Oldenburg, Ella","['Beurs, E. de', 'Berg, J. van den']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
