title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Flexibel en adaptief uitrekenen van aftrekopgaven tot 100,"Smit, Samantha","['Hickendorff, Marian', 'Bosch, Liza']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Outcome, cost and efficiency of the basic and specialized mental health care in a large Dutch provider","Ginsky, K.S.","['Beurs, E. de', 'Wever, M.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Gemediatiseerde ‘authentieke performance’ bij streamers en influencers,"Uytenbroek, Dennis","['Barendregt, Bart', 'Jansen, Jan']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
De Wereld achter Schizofrenie; Een antropologisch literatuuronderzoek naar de culturele invloeden op schizofrenie,"Kooiman, Maaike","['Naafs, Suzanne', 'Boog, Igor']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
"Exploring parental worrying, parental criticism and parental warmth in daily life","Callaert, Simone","['Janssen, L.', 'Rover, M. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"“Zeg rechter, hoort u mij wel?!” In hoeverre wordt er voldaan aan de participatiebehoeften van kinderen bij een scheidingszaak?","Velde, Silke van der","['Smeets, D.', 'Berkel, S. van']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Effective behavioral change techniques in preventive parenting interventions: A meta-analysis,"Casaus, Irlanda Serrano","['Vermeer, H.', 'Veek, S. van der']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Het verband tussen zelfwaardering en leerprestatie voor jezelf en een ander,"Gijsbertsen, Inge","['Bruijn, E. de', 'Mouthaan, J.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Temporal discounting in adolescents and young adults with and without ADHD: The effect of peer influence, age and diagnosis","Meijer, Oscar","['Hoorn, J. van', 'Peper, J.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Prevalence of nonadherence to immunosuppressive medication in kidney transplant recipients and behavioral change techniques to promote adherence,"Penfornis, Kristell","['Doef, M. van der', 'Middendorp, H. van']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het verband tussen het aantal werkuren van ouders en kinderverwaarlozing bij personen met een Nederlandse of migratieachtergrond,"Hooijmans, Margot","['Voort, Anja van der', 'Berkel, Sheila van']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Samenhang van rekenmethodes met flexibiliteit en adaptiviteit,"Roon, Anoek van","['Hickendorff, Marian', 'Bosch, Liza']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Een aanslag op overtuigingen; het effect van de 1984 Brighton bomaanslag op de Operational Code van Margaret Thatcher,"Tas, Thijs","['Willigen, N. van', 'Kopecky, P.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Het motiverende effect van leeftijdsgenoten op observationeel leren tijdens de adolescentie,"Hubregtse, Renske","['Koele, Iris', 'Wierenga, Lara']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The role of state anxiety in placebo analgesia within a conditioning paradigm: An open-label placebo study,"Agbaria, A.","['Smits, R.', 'Doef, M. van der']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Financial scarcity impedes cognitive performance: The importance of including a subjective financial scarcity measure,"Mazijk, Aron","['Ruigendijk, H.', 'Pliskin, R.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
What counts in physician-patient interaction in the palliative phase of the cancer treatment? Physician’s information provision about treatment option and aim associated with patient health literacy and satisfaction of patients with advanced cancer,"Mijnlieff, Marit","['Middendorp, H. van', 'Doef, M. van der']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Geef gehoor aan de stem van het volk, aan alles wat ze je vragen (1 Samuel 8:7 NBV): Verklarende factoren voor religie in kamervragen","Deelstra, Wessel","['Mickler, T.', 'Otjes, S.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Effects of music preference and familiarity on finger-tapping in healthy elderly,"Frenkel, Lisa","['Schaefer, R.', 'Houdt, C. van']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het flexibele en adaptieve gebruik van rekenstrategieën bij leerlingen met verschillende rekenniveaus in groep 5,"Vergeer, Rosanne","['Bosch, Liza', 'Hickendorff, Marian']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Do healthy participants have a preconscious attentional bias towards pictorial itch stimuli?,"Wiersema, Bianca","['Laarhoven, A.I.M. van', 'Schuitema, I.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
‘Maatwerk voor ieder kind’ - Een onderzoek naar de inzetbaarheid van digitale prentenboeken op een tablet voor onderwijsdifferentiatie,"Hummel, Nick van","['Dijken, M. van', 'Chung, S.']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Are anti-bullying programs suitable for children with autism spectrum disorder?,"Pijl-Hoeksema, Roos van der","['Bedem, N. van den', 'Güroglu, B.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Reversing the arrow: The influence of history education in Liberia’s ethnic conflict: An analysis of ‘identity frames’ in school history textbooks,"Yesildag, Rabia","['Tsagkroni, V.', 'Ragazzi, F.']",2020,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Toepassing van de Viertakt in een digitale leesinterventie gericht op woordenschat en verhaalbegrip,"Doorn, Jessica van","['Dijken, Marianne van', 'Mol, Suzanne']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Persoonlijkheid en de invloed van rollen: Een vergelijking tussen centrale bankiers in verschillende institutionele posities,"Ravenhorst, Tom van","['Willigen, N. van', 'Kopecky, P.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The influence of Shimon Peres on the Israel-Palestine conflict: A research into the creation of the Oslo accords,"Neven, Roos","['Willigen, N. van', 'Kopecky, P.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De samenhang tussen identiteitsstijlen en familieverplichtingen: Een mediatiemodel onder Nederlandse jongens en meisjes,"Schippers, Marianne","['Geel, Mitch van', 'Linting, Marielle']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"De samenhang tussen het temperament van het kind, de kwaliteit van de thuisomgeving en het welbevinden van het kind op de kinderopvang","Kuijper, Yolanda","['Vet, Sanne de', 'Huffmeijer, Rens']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Breastfeeding and infant temperament: The roles of fat and cortisol,"Carr, Robert","['Ziomkiewicz-Wichary, A.', 'Bruijn, E. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Voor wie leert een psychopaat het best? De relatie tussen de mate van psychopathische karaktertrekken en leergedrag in individuele en prosociale context,"Colenbrander, Cato","['Bruijn, E. de', 'Mouthaan, J.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The predictive effects of apathy and depression on cognitive decline in elderly hypertension patients,"Hubert, Naomi","['Ruitenberg, M.', 'Habers, E.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Documentaire fotografie in antropologie en journalistiek;Een studie naar de verschillen en overeenkomsten in methodiek, ethiek, esthetiek en publiek","Pavert, Christien van de","['Postma, Metje', 'Persoon, Gerard']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
The Effect of Noise on our Decision to Trust and Reciprocate,"Visser, Floor","['Dijk, E. van', 'Kwaadsteniet, E. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The right frame for change: How the perception of threat for men and woman varies according to how social change is phrased,"Goetz, Suzanne Elga","['Scheepers, D.', 'Steinel, W.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The effect of peer influence and peer presence on risk perception of adolescents with and without attention-deficit/hyperactivity disorder,"Beurden, B. van","['Hoorn, J. van', 'Peper, J.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Recognition of depression and ADHD by general practitioners in children and adolescents,"Velzen, Manon van","['Aydin, S.', 'Westenberg, P.M.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
“Being stuck” in cognition – Heart rate variability as a potential biomarker for rumination and underlying brain mechanism: A research paper that examines the relationship of heart rate variability with rumination and functional connectivity between the ventromedial prefrontal cortex and amygdala,"Gils, A.M. van","['Rover, M. de', 'Beurs, E. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Hoe flexibel en adaptief rekenen leerlingen uit groep 5 aftrekopgaven tot 100 uit;Een correlationeel onderzoek over het verband tussen flexibel- en adaptief strategiegebruik en werkgeheugen,"Krens, Pjotr","['Hickendorff, Marian', 'Bosch, Liza']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Inviting consumers into the sharing economy: The effects of priming and framing in sharing economy advertising,"Sijtsma, Justin","['Wal, A. van der', 'Scheepers, D.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Wat gooit roet in de groente; Een onderzoek naar de relaties tussen het type melkvoeding voorafgaand aan vaste voeding, het eetgedrag op één-jarige leeftijd en groenteinname op één-jarige leeftijd","Spiegelaar, Liset","['Oudega, Marja', 'Veek, Shelly van der']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Countering the rising tide of far-right populism in Europe: The case of Italy,"Cagnazzo, Anita","['Tsagkroni, V.', 'Longo, M.B']",2020,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Gender differences in attacking and defending on behalf of the self in economic contest games,"Bloks, Lisa","['Dreu, C.K.W. de', 'Gross, J.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Facebook use associated with depression and anxiety and the moderator role of sociability,"Symof, Lydia","['Peper, J.S.', 'Dobbelaar, S.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Invloed van lichaamstaal, prosodie en depressie op emotieherkenning van boze en blije emoties","Agovic, Dejan","['Kret, M.', 'Band, G.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Culturele identiteit, zelfwaardering, discriminatie en afkomst; Een onderzoek naar de invloed van discriminatie en afkomst op de relatie tussen culturele identiteit en zelfwaardering","Krimpen, Lynn van","['Haan, Whitney de', 'Rippe, Ralph']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
When pressure takes over the pleasure: Examining the predictive power of internal issues and workload on stress in self-­employed individuals and the moderating role of coping,"Stroo, Daantje","['Verhoeven, C.', 'Doef, M. van der']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
A quantitative analysis into the possible effects of different audiences on the Operational Code,"Herwijer, Matthijs","['Willigen, N. van', 'Robinson, J.A.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Bright light therapy (BLT) and fatigue in patients with rheumatoid arthritis: A closer look on therapy effects incorporating the role of expectation,"Bildau, Julia","['Habers, E.', 'Skvortsova, A.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Hoe lossen jongens en meisjes aftrekopgaven op; Geslachtsverschillen in het flexibel en adaptief rekenen met aftrekopgaven tot honderd,"Jong, Tessa de","['Hickendorff, Marian', 'Bosch, Liza']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Wat doe jij voor een ander? De relatie tussen empathie en pro-sociaal leergedrag,"Oomen, Janis","['Bruijn, E. de', 'Mouthaan, J.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Cultuurverschillen in de manier waarop ouders hun huilbaby troosten en het hulpzoekend gedrag van ouders bij dit probleem,"Cinemre, B.","['Veek, Shelly van der', 'Nefs, Harold']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Does emotional processing change with aging and does this affect motor performance?,"Classen, Maya","['Schaefer, R.', 'Schuitema, I.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Psychopathische kenmerken, expliciet zelfvertrouwen en agressief gedrag onder adolescenten jongens met een Nederlandse- en niet-Westerse herkomst","Verbeek van Mourik, Kimberley","['Haan, Whitney de', 'Rippe, Ralph']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Serious games in de GGZ; Zijn ouderen net zo positief als jongeren uit de ‘online’ generatie?,"Welboren, Maartje","['Mouthaan, J.', 'Molendijk, M.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The influence of controlability of migraine and triggers on activity of coping behaviour and productivity loss,"Vriend, Kim","['Doef, M. van der', 'Hiele, K. van der']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Effect van ouder- en leerkrachttraining op executieve vaardigheden van basisschoolleerlingen,"Sistermans, Manoek","['Bergwerff, C.E.', 'Dijkxhoorn, Y.M.']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Is there a glass ceiling for men when it comes to household involvement?,"Jansen, Sophie","['Scheepers, D.', 'Steinel, W.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
An investigation into the influence of therapist and patient factors on the outcome of therapy,"Boogaard, D.W. van den","['Beurs, E. de', 'Edelaar-Peeters, Y.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Which personality traits of therapist trainees are associated with the ability to cope well with difficulties in clinical practice? A cross-sectional study conducted with therapist trainees in the Netherlands,"Boer, Margriet de","['Ly, V.', 'Houtum, L. van']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het verschil in flexibel en adaptief rekenen met strategieën voor aftrekopgaven tot 100 tussen kinderen uit groep 5 met verschillende rekenniveaus,"Lourenburg, Jessie","['Bosch, Liza', 'Hickendorff, Marian']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The double-edged sword of power-sharing: The interactions between consociationalism and the politics of identity in Burundi,"Vrolijk, Dineke","['Tsagkroni, V.', 'Ragazzi, F.']",2020,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Flexibel en adaptief strategiegebruik: Het verschil tussen leerlingen met verschillende rekenniveaus bij aftrekopgaven binnen het rekenonderwijs op de basisschool,"Zwaneveld, Marije","['Bosch, Liza', 'Hickendorff, Marian']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The influence of planning and scheduling on the number of door openings of the operating room: A Safety-II approach,"Stijnman, Laura","['Groeneweg, J.', 'Kleijn, R. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Fiasco minister-president: realiteit of fabel? Een kwalitatief onderzoek naar John Major als minister-president,"Linden, Ilse van der","['Willigen, N. van', 'Kopecky, P.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The course of illness cognitions and health-related quality of life before and after kidney transplantation: Examining the mediating role of depression between illness cognitions before transplantation and health-related quality of life after transplantation,"Vrecko, Vesna","['Wirken, G.A.A.', 'Wijn, A.N. de']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Influences of musical sophistication on the relationship between working memory and motor timing in elderly,"Schoor, Sherilynn van der","['Schaefer, R.', 'Klaassens, B.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Emotion recognition in static facial expressions: Accuracy and eye-fixation patterns in deaf children with a cochlear implant,"Meyrahn, Philipp","['Tsou, Y.', 'Li, B.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of admission to the pediatric intensive care unit on long-term attentional functioning,"Leijen, Laura","['Ruitenberg, M.', 'Habers, E.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Symptom deterioration and negative effects in psychological treatment for cancer patients,"Heens, Wiep","['Middendorp, H. van', 'Doef, M. van der']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Geslachtsverschillen in flexibel en adaptief rekenen,"Eversdijk, Laura","['Hickendorff, Marian', 'Bosch, Liza']",2020,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Power needs, conflict, cooperation and trust","Jagesar, Charisha Datcha Devie","['Scheepers, D.', 'Gross, J.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The relationship between emotion recognition and empathy in typical hearing children and deaf and hard-of-hearing children: Evidence from Taiwanese children,"Tsagkari, Efthalia","['Tsou, Y.', 'Li, B.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Rol leiderschapsstijl van Obama en Trump in de nucleaire deal met Iran,"Goreishi, Yalda","['Willigen, N. van', 'Veenendaal, W.']",2020,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The political obligations of long-term residents,"McGowan, Marc","['Nieuwenburg, P.', 'Mansvelt Beck, F.']",2020,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Reducing the distress of excluding others and defining the most annoying way to communicate it,"Janssen, Aliex","['Doolaard, F.', 'Noordewier, M.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Differentiëren in heterogene klassen in het voortgezet onderwijs,"Kansen, Linda","['Denessen, Eddie', 'Stroet, Kim']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Een multipele risicomodel: Het verband tussen kindermishandeling en opvoedingsstress, traumasymptomen en alcoholgebruik van de moeder","Müller, Lisanne","['Geel, Mitch van', 'Vedder, Paul']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Overbrug de Kloof: Erfgoed en verzoening in post-apartheid Zuid-Afrika,"Rouvoet-Jansen, Irene","['Keurs, P. ter', 'Jansen, J.']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Anti-corruption: starts from you? The influence of the European Union on the fight against corruption in the Republic of Croatia (2001 – 2018),"Greguric, Helena","['Thomas, D.', 'Van Meegdenburg, H.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,"The aim of this research is to demonstrate the influence of the EU on the anti-corruption efforts and attitudes in the Republic of Croatia 2001 – 2018. Using a constructivist approach, three stages of norm cycle are identified regarding the acceptance of the anti-corruption norm in order to offer a deeper understanding of the norm transfer as a prerequisite for the successful fight against corruption. Two main mechanisms which are part of the norm cycle are investigated: the EU conditionality and the “naming and shaming” mechanism. The methodology of this research relied on the comparative case study method focusing on process tracing as it observes the influence of the EU on a single country throughout time. After demonstrating the valuable data in forms of documentation published by both the EU and Croatia, it was concluded the EU conditionality was more effective than the mechanism of “naming and shaming” but also, that Croatia still requires a lot of time and effort in order to reach the final stage of the norm cycle, the norm internalization.",
"The Effects of Microdosing Psilocybin on Creativity: Longitudinal, double-blind, placebo-controlled and randomized design","Elteren, Kenny van","['Prochazkova, L.', 'Boekel, W.']",2019,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Influence of threat perception on EU enlargement: Russia and the 5th wave of EU enlargement,"Pranjic, Arijan","['Wetering, C. van de', 'Pomorska, K.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,"The debate on the EU and the various aspects of its enlargement process is a topic which has been viewed through various approaches; however no specific theory is capable of encompassing and explaining the EU, its behavior, position, actions and role in the international political scene in the entirety of its complexity. In this regard Kenneth Waltz stated that “If we gather more and more data and establish more and more associations, however, we will not finally find that we know something” (Waltz, 2010, p.4). Therefore, continuously piling up new data does not contribute to our understanding and it brings us to finding new approaches and methods. In this sense, this research tries to paint a clearer and wider picture of the EU and its process through some of the core/basic principles of realism. Namely the process of EU enlargement is influenced by numerous factors; this thesis however, is focused specifically on the concept of threat perception as an important external factor which influences decisions in regards to EU enlargement. Stephen Walt, through his Threat Perception Theory (TPT), has not only provided a systematic way to introduce the concept of threat perception in the overarching theory of realism, but has also through the 4 categories, provided us with a tool to determine the concrete evaluation of a threat. In this thesis, that evaluation is applied to the example of Russia and how it is perceived from the EU standpoint. Walt has defined these four categories in such a way that they are not only applicable to the evaluation of threat that comes from certain actors (states), but they also provide room for analyzing specific aspects of their policies. This thesis utilizes this applicability of Walt’s TPT and uses it to also analyze the threat coming from Russian natural gas/energy politics. Due to the fact that threat, as a wider concept, is irrefutably connected to the concepts of survival and power, this thesis will also tackle the topic through the prism of these two primary concepts of realism. When it comes to power it will more notably focus on the works of Tom Casier (2018) and the notions of positive and negative compulsory power. Where this research deviates from the (often dogmatic) principles of the realist theories is the claim that states are the unitary actors on the international scene. This thesis views, and proves, that the EU is a sui generis actor capable of creating and achieving its foreign policy goals. Thus the aforementioned concepts which are generally attributed to states in realist theories, in this research are applied to the European Union.","['European Union', 'Russia', '5th wave enlargement', 'threat perception', 'survival', 'power', 'natural gas', 'energy', 'military']"
Playing with Pasts and Presents: Analysing UNESCO’s Response to the Destruction of Heritage in Syria and Iraq,"Janssen, Evert Jan","['Keurs, P. ter', 'Jansen, J.']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
"Influence of probiotics on aggression: The influence of probiotics on aggressive behavior and thoughts, and the role of heart rate variability","Vervoort, Nikki","['Jongkees, B.', 'Sellaro, R.']",2019,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,"Recent insights into the role of the human microbiota on the brain and cognitive functioning have led to the hypothesis that the probiotic ‘Ecologic Barrier’ may decrease aggressive behavior and/or thoughts. The aim of the current study was to investigate the effect of a 4-week multispecies probiotic intervention on self-reported aggressive behavior and thought patterns in healthy individuals, whether there are differences between males and females, and to investigate whether HRV has an influence on the efficacy of the intervention with probiotics. HRV is a physiological phenomenon of the variation in the time interval between heartbeats. Low HRV can be related to impaired behavioral regulation and reduced behavioral inhibition, which is related to aggressive behavior, and therefore this can be a mediating variable in the design of this study. Individuals with a low HRV could benefit more from the intervention with probiotics than individuals with a high HRV and could expect a greater decrease in aggressive behavior and/or thoughts. In a double-blind, placebo-controlled, randomized, pre-and post-intervention assessment, between-subjects design, 25 healthy participants received a 4-week probiotic food-supplement intervention with the multispecies probiotics, while 25 control participants received an inert placebo for the same period. In the pre- and post-intervention assessment, self-reported aggressive behavior and thoughts were assessed using the Aggression Questionnaire and the aggression subscale of the LEIDS-r, the Leiden Index for Depression Sensitivity. The 4-week multispecies probiotic intervention did not reduce physical aggression, verbal aggression, anger, hostility, overall aggression scores or aggressive thought patterns. A slight decrease in aggressive behavior and aggressive thoughts can be seen on a few subscales in the probiotics group, but the results were not significant. An exploratory finding was found: participants with a decreased HRV compared to the pre-intervention measurement, scored higher on verbal aggression during the post-intervention; a strong negative correlation was found. However, HRV appeared to have no influence on the efficacy of the intervention with probiotics. These results provide evidence that a low HRV could be linked to higher verbal aggression. Previous research has shown that there could be a difference in aggression between men and women, for example through male hormones, and therefore future studies should investigate why self-reported aggressive behavior and thoughts in males and females may respond differently to probiotics. The sample used for this study was pre-dominantly female and this could be an explanation for the fact that no difference was found. This study has some limitations that may have led to these results. A lot of research has been done on mice, research that cannot simply be translated into humans. This study did not include the exact influence of stress and the use of HRV, regulated by efferent fibers of the vagal nerve, to determine the influence and effectiveness of probiotics can be questioned because probiotics activate the afferent fibers of the vagal nerve . Furthermore, we work with self-reported aggressive behavior among participants without clinical aggression scores. In the future, research could be done into the influence of probiotics on aggression within the clinical population.",
Het begrijpen en tegengaan van gender geweld in Mexico: een literatuurstudie naar femicide,"Macaria, Thahely","['Suzanne Naafs', 'Erik de Maaker']",2019,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
"The long arm of the union: Norway and Switzerland, and their interpretation of state sovereignty in their relationship with the European Union","Jansen, Rik","['Verdun, A.C.', 'Pomorska, K.']",2019,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
