title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Continuity in reforms: An analysis of the involvement of the EU and the World Bank in social policy reforms in accession countries since 2004,"Sneep, Casper","['Reuler, E. van', 'Koole, R.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De relatie tussen weerstand tegen groepsdruk en alcoholgebruik: Onder pubers én jongvolwassenen,"Rondhuis, Isabelle","['Peper, J.S.', 'Spaans, J.P.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De invloed van catatastroferen over pijn en de verbale suggestie op de ervaring van experimentele hittepijn,"Houben, Vonne","['Peerdeman, K.', 'Meeuwis, S.H.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"De voorspellende rol van negatieve gebeurtenissen en mal- adaptieve copingstrategieën op internaliserende problematiek bij kinderen met Klinefelter (47,XXY) en Trisomie X (47,XXX)","Zanten, Ria van","['Nibbering, N.', 'Rijn, S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Heart rate variability as potential measure for psychological distress in individuals with high social anxiety,"Straetmans, Lisa","['Molen, M.J.W. van der', 'Miers, A.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Gender differences in dynamic testing: Differences in strategy-use and task performance,"Tahri, Assia","['Veerbeek, Jochanan', 'Resing, W.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Geslacht Als Moderator in de Relatie Tussen Cyberpest-slachtofferschap en Internaliserende Gedragsproblemen.,"Murris, Jeroen","['Vedder, Paul', 'Geel van, Mitch']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Taalvaardigheid en agressief gedrag bij kinderen van twaalf en dertig maanden oud,"Lievaart, Karina","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Fysieke agressie bij 11 tot 14 maanden oude kinderen: verschil in temperament en inhibitie,"Borg, Elaine van der","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
De invloed van kindermishandeling op het empathisch vermogen en de mogelijke rol van stress als mediator,"Beurden, Jolien van","['Tollenaar, M.S.', 'Edelaar-Peeters, Y.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De invloed van verbale suggesties op het zelf-gerapporteerd welbevinden bij jeuk: Een onderzoek naar de invloed van placebo en nocebo effecten in een open en closed-label setting,"Keemink, Wesley","['Meeuwis, S.', 'Peerdeman, K.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The contribution of vascular diseases to cognitive impairment,"Yildiz, Derya","['Schuitema, I.', 'Peerdeman, K.J.', 'Goudsmit, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De invloed van stigmatisatie op therapietrouw van patiënten met zichtbare huidaandoeningen: En de mediërende rol van de attitudes ten opzichte van medicatiegebruik,"Biharie, Shivani","['Schakel, L.', 'Brosschot, J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Leren van evalueren:De invloed van een aangepast hoorcollege op het verbeteren van de tevredenheid en,"Vellekoop, Elja","['Feijt, A.A.', 'Sikkema-de Jong, Marga']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Leapfrogging a stage too far: The failure to take off in India,"Visser, Jeroen","['Nem Singh, J.', 'Cranenburgh, O. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
België en het federalisme: Is de 6de staatshervorming succesvol geweest? Federalisme en afscheiding: een normatieve analyse van een hedendaags debat of vraagstuk,"Schyns, Tristan","['Mansvelt Beck, F.F.', 'Verschoor, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
De effecten van alleenstaand moederschap en agressie van de moeder op het werkgeheugen van kinderen,"Wuijckhuijse, Anniek van","['Huijbregts, Stephan', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Veranderend Japan: Jeugd en vrouwelijkheid in de hedendaagse Idol Industrie,"Beer, Maartje de","['Barendregt, B.', 'Jansen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Invloeden op het ontstaan van tekstbegrip van een beginnende lezer,"Hoog, Q.W. van 't","['Bansi, S.D.', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The interpersonal effects of the expression of pride and relative performance on trust,"Esser, Kaj","['Lelieveld, G.', 'Dijk, E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Digitale prentenboeken: De invloed van executieve functies op printkennis, woordenschat en verhaalbegrip","Bonnema, Julia","['Dijken, M.J. van', 'Mol, S.E.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Does heart rate mediate the relationship between social anxiety and post-event rumination in children and adolescents,"Petereit, Laura","['Bos, E.J. van den', 'Westenberg, P.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['social anxiety', 'public speaking', 'rumination', 'heart rate', 'children', 'adolescents']"
De invloed van de notie van vrijheid op een democratie,"Kok, Iris","['Oversloot, J.', 'Spirova, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The role of personality on restoration in a natural environment with a social encounter,"Six, Isabel","['Staats, H.J.A.M.', 'Wal, A. van der']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Associations between lifetime phenylalanine levels, social skills and quality of life in phenylketonuria: The influence of education, and moderating effects of romantic relationships and scores on the Social Skills Checklist (SSC)","Keulen, Charlotte","['Huijbregts, S.C.J.', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
Exhibiting African heritage today: Revisiting western museum management in and out of Africa,"Berg, Lisette van den","['Keurs, P. ter', 'Maaker, E. de']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
When having less money causes more spending: Relationship between financial stress and resistance to persuasion,"Bolle, Sharon Johanna","['Dijk, W. van', 'Stallen, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['scarcity', 'persuasion']"
Het impulsieve brein en het maken van fouten: Een EEG-onderzoek naar de relatie tussen de persoonlijkheidstrek impulsiviteit en de reacties op fouten in een sociale context en niet-sociale context,"Kort, Julie de","['Bruijn, E.R.A. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Kind- en ouderfactoren in verhouding tot sensitiviteit: De invloed van probleemgedrag en temperament van het kind, en depressie en opvoedingsstress van de moeder op maternale sensitiviteit","Minasian, Melodie","['Achterberg, Michelle', 'Euser, Saskia']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Natuurlijk vertrouwen: Hoe veilig voel jij je in de natuur,"Zieverink, Esther","['Wal, A. van der', 'Staats, H.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De verbanden tussen de verbale vermogens ‘begrip’ en ‘productie’ en fysieke agressie bij peuters,"Lijzen, Anne","['Urbanus, E.L.', 'Huijbregts, S.C.J.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"The association between eye contact, attachment style and trust among physicians and patients","Swaak, Anna","['Doef, M. van der', 'Leusden, J.W.R. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of rising income inequality on partisan voting majoritarian electoral systems: A comparative case study of the United States and Ghana,"Woerden, Maaike van","['Coppenolle, B. van', 'Sampson, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Self-concept from different perspectives: An investigation of response times and neural activity during self-evaluations in Dutch adolescents with and without autism spectrum disorder,"Kalkman, Eline","['Cruijsen, R. van der', 'Peper, J.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The relation between EEG Theta/Beta ratio and resilience to the effects of stress,"Takátsy, F.Z.S.","['Son, D. van', 'Jans, L.A.W.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Local peacebuilding in Colombia,"Amerongen, Iris van","['Saptari, R.', 'Samuels, A.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Pilgebruiksters verschillen in emotieregulatie vaardigheden van vrouwen met een natuurlijke cyclus,"Daane, Priscilla","['Hamstra, D.', 'Edelaar-Peeters, Y.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The British suffragette movements: an analysis of women’s enfranchisement in the U.K. and the role that was played by the militant suffragettes,"Bouwsma, Nadia","['Coppenolle, B. van', 'Mickler, T.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Gender differences in the impact of a bullying climate on school engagement of MBO-students,"Veen, Desiree van der","['Geel, Mitch van', 'Goemans, Anouk']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Pain sensitivity, error monitoring and obsessive compulsive character traits: An EEG study on the neural and behavioural overlap","Schuurman, Paul","['Bruijn, E.R.A. de', 'Hamstra, D.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The operational code and the instability of belief systems: An analysis on the influence of the Maidan crisis on Putin’s presidency,"Tukker, Charlotte","['Bakker, F.', 'Irwin, G.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Lezen doe je samen?: Een onderzoek naar het verband tussen cognitieve en emotionele betrokkenheid van ouders en het leesgedrag van kinderen uit groep 3 en groep 7 en 8,"Hulleman, Jantine","['Mol, S.E.', 'Bosch, R. van den']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Schoolbetrokkenheid onder jongeren op het MBO: Een onderzoek naar de relatie tussen SES, schoolbetrokkenheid en gepest worden","Akkabi, Laila","['Geel, Mitch van', 'Vedder, P.H.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Performance anxiety and cognition: Validation of the Leiden Performance Anxiety Stress Test (L-PAST),"Rebscher, Sabine A.","['Angelidis, Angelos', 'Krause-Utz, Anne']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"An exploration of the rol of EEg theta/beta ratio (TBR) change during mind wandering in the relations between resting-state TBR, attentional control and anxious attentional bias.","Wang, Fan","['Putman, Peter', 'Molendijk, Marc']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Gezamenlijk lezen & gezinskenmerken: Zijn er verschillen in de mate van gezamenlijk lezen op basis van gezinskenmerken?,"Zijlstra, Annick","['Mol, S.E.', 'Sikkema-de Jong, T.M.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De invloed van priming op coöperatie binnen het Volunteer's Dilemma,"Lunteren, Koen van","['Kwaadsteniet, E.W. de', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Cognitive reactivity and remission from depression: LEIDS-R scores of currently depressed individuals and the odds of remission from depression,"Ding, He Jie","['Jans, L.A.W.', 'Overgaauw, S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The effect of working memory on navigation ability in a virtual environment,"Veelen, Cyriel van","['Ham, I. van der', 'Wijn, N.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Differences in autonomous motivation for core subjects English, Dutch and mathematics between GUTS students and non-GUTS students","Loos, Marijke de","['Wijsman, L.A.', 'Westenberg, P.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Fiji’s climate campaign: Small state niche leadership: A Bachelor’s thesis exploring the leading position Fiji, a small island developing state pursues with regard to climate change","Albers, Tesse","['Veenendaal, W.', 'Bakker, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Moving to music: The influence of subjective pleasantness on cued movement stability,"Wingerde, Anne van","['Schaefer, R.', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Psychosociaal functioneren van jongvolwassenen met een chronisch ziek gezinslid: (Mal) adaptieve cognitieve copingstrategieën van jongvolwassenen met en zonder chronisch ziek gezinslid,"Schut, Carlijn","['Sieh, D.', 'Molendijk, M.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Samenhang reactieve en proactieve controle met impulsiviteit,"Houtkamp, Iris","['Schel, M.A.', 'Leijenhorst, Linda']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The Role of Illness Cognitions and Pain Coping in Post-Lyme Disease Antibiotic Treatment,"Platia, P.C.","['Middendorp van, H.', 'Evers, A.W.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Slaaphygiëne en slaapproblemen bij kinderen met en zonder ADHD,"Schie, Mariëlle van","['Vermeulen, M.C.M.', 'Bouw, J.C.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The influence of information (a)symmetry and unexpected incomes on trustworthiness,"Schouten, Marly","['Schutter, M.', 'Kwaadsteniet, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['trust', 'trustworthiness', 'trust game', 'information asymmetry']"
Interpersonal effects of emotional expressions in online restaurant reviews: Examining the moderating effect of reviewer gender,"Boss, Anna","['Lelieveld, G.', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The Cuban Missile Crisis and effective leadership of president John Fitzgerald Kennedy,"Kayoumi, Hilla","['Bakker, F.', 'Pomorska, K.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The past in the present: On the role of cultural memory in the rise of radical right populist parties in Germany and Italy,"Besnier, Lorraine","['Louwerse, T.', 'Kopecky, P.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Sickness presenteeism from the individual's point of view,"Racs, Eszter","['Verhoeven, C.J.M.', 'Wijn, A.N. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Sickness presenteeism', 'Dual-path model', 'Workfactors']"
Crafting creative agreements in negotiation: The effect of power and social motivation on negotiation joint outcome and the role creativity plays in it,"Lahti, Essi","['Steinel, W.', 'Tol, J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The influence of social revenge norms on the appraisals of service failure,"Hessels, Paul","['Seip, E.', 'Dijk, W. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['consumer revenge', 'social norm']"
"De relatie tussen neurale processen tijdens gezichtsverwerking, ouderlijke sensitiviteit en de rol van bewuste emotieherkenning","Antonissen, Kirstie","['Kolijn, L.', 'Huffmeijer, R.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Cerebellar transcranial brain stimulation does not affect implicit motor sequence learning in the serial reaction time task,"Boer, Olga","['Jongkees, B.J.', 'Colzato, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Effects of non-invasive vagus nerve stimulation on spontaneous cardiac baroreflex sensitivity,"Langas, Julie Rogler","['Verkuil, B.', 'Putman, P.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
