title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Navigeren kun je leren: Wat is het effect van leeftijd en executief functioneren?,"Kist, Daniel","['Ham, I. van der', 'Wijn, N. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"Asociations between object-relational functioning, (religious) coping, and distress among Christian adults with and without personality pathology","Vanhaeren, Marjolein","['Eurelings-Bontekoe, Elisabeth', 'Stulp, Henk']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Object relations', 'Religious coping', 'Distress personality pathology']"
Wie controleert militair en buitenlands beleid? Indicatoren voor commissietoewijzingen aan defensie- en buitenlandse zakencommissies,"Weijden, Koen van der","['Mickler, T.', 'Spirova, M.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Neural and behavioral correlates of ostracism and need threat in late childhood,"Bernasco, Esther L.","['Güroglu, B.']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['social exclusion', 'cyberball', 'children', 'fmri', 'need threat']"
Influences of normal wakefulness on EEG resting state in the healthy human brain,"Tran, Anthony","['Ghosh, A.', 'Band, G.P.H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['EEG', 'resting state', 'eyes open', 'eyes closed', 'normal wakefulness']"
De invloed van vooropleiding op de relatie tussen psychologische factoren en de onderzoekende houding van leerkrachten,"Duits, Lisanne","['Paridon, Yolinde van', 'Stroet, Kim']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De relatie tussen hechtingsstijl en suïcidaliteit tijdens de studententijd,"Stolker, Mieke J.P.","['Mouthaan, J.', 'Bruijn, E.R.A. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Interpersonal effects of emotions in negative eWOM for restaurant Evaluations,"Preter, Zoe de","['Lelieveld, Gert-Jan', 'Molenmaker, Welmer']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
A comparison of T1-weighted images acquied with an 8-channel and a 32-channel phased array head coil: A coil comparison study,"To, Yang Yang","['Schuitema, I.', 'Habers, G.E.A.', 'Panman, J.L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The role of gender on the relation between attachment and prosocial behaviour.,"Zwennis, Mirjam","['Wever, Mirjam', 'Verkuil, Bart']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Pre- en maternaal reflectief functioneren en opvoedstijlen als voorspellers van,"Brouwer, Loïs","['Smaling, Hanneke', 'Huijbregts, Stephan']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Formed together, stored together: Is the formation of opinion affected by current state?","Salontaji, Kristina","['Sellaro, R.', 'Heijnen, S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Imagery modalities and motor learning in silent and music-cued conditions,"Trampadourou, Anna Maria","['Schaefer, R.S.', 'Schuitema, I.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Investigating the effect of schema updating through a memory precision paradigm. Does consolidation influence schema updating?,"Pócs, Anna","['Richter, F.', 'Sellaro, R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Crossing borders: A transnational social field approach of diaspora activism - a case study of the Palestinian and Jewish diaspora in the United States,"Steur, Charley","['Tsagkroni, V.', 'Ragazzi, F.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
"Hardop lezen om een tekst beter te begrijpen, werkt dat?: Een onderzoek naar het effect van hardop lezen op tekstbegrip en de rol van het werkgeheugen daarbij","Tuin, Marita","['Moort, Marloes van', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Meaning in life and treatment result,"Schreuders, Eleonore","['Sieh, D.', 'Giezen, A. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['addiction', 'treatment result', 'meaning in life']"
Choice satisfaction in online dating: The effect of decisiveness and choice reversibility,"Rijper, Michelle Rianne","['Ruigendijk, H.A.H.', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Experiencing general hope (or fear) to justify political beliefs: The motivation to experience incidental emotions that justify one’s ideology,"Schellens, Thomas H.","['Pliskin, R.', 'Ruigendijk, H.A.H.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Curiosity vs. avoidance: Does knowing about the outcome being positive or negative matter?,"Koessler, Julia","['Noordewier, M.K.', 'Lelieveld, G.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De invloed van het werkgeheugen op leesvaardigheid,"Duiven, Elvira","['Moort, Marloes van', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Bewegende beelden: Visuele repatriëring als dekoloniserende museumpraktijk,"Wijk, Willem van","['Jansen, J.', 'Keurs, P. ter']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Double standards in human cooperation,"Barendrecht, Tess","['Gross, J.A.J.', 'Molenmaker, W.E.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De rol van het werkgeheugen in begrijpend lezen onderzocht door twee vormen van werkgeheugenbelasting; korte interrupties en hardop voorlezen,"Janssens, C.A.M.","['Bruïne, Amy de', 'Koornneef, Arnout']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Relationship between psychopathic traits and the level of post-error related adjustment in healthy women,"Wal, Anne Els van der","['Bruijn, E.R.A. de', 'Antypa, N.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Positieve troostmehtoden voor huilbaby's door ouders met een hoge en een lage SES,"Versluis, Elsemieke","['Veek, Shelley van der', 'Rosmalen, Lenny van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Why are some nations rich and others poor? A comparative analysis of Singapore and Indonesia’s institutional development between 1965 and 1998,"Hek, K. de","['Zwart, F. de', 'Cranenburgh, O. van']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
COMMITMENT KEEPS CHARITY ALIVE,"Nederstigt, Chantal","['Boezeman, Edwin', 'Will, Gert-Jan']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Examining transcranial direct current stimulation: A successful treatment for severe auditory hallucinations?,"Dekker, Eline","['Blom, J.D.', 'Koopman, H.M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Determinants of distorted approach behaviors towards food: A digital field study,"Brands, Renske Rosa","['Zech, H.G.', 'Dillen, L.F. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De samenhang van proactieve inhibitie, intelligentie en impulsiviteit met rekenresultaten bij leerlingen in de basisschoolleeftijd","Ouwerkerk, Ilse","['Schel, M.A.', 'Leijenhorst, Linda van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Imposing sanctions in the midst of fighting: a good idea? Examining the effect of EU sanctions on conflict intensity,"Meer, Michelle van","['Hirschmann, G.', 'Haer, R. van der']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
The effect of gender and spatial anxiety on navigation ability,"Groot, Nala","['Ham, C.J.M. van der', 'Schaefer, R.S.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['navigation', 'gender', 'anxiety']"
"Naar wie moeten we luisteren: Een onderzoek tussen mensen met depressie en de algemene bevolking voor hun waardering van depressie, door middel van de 'time-trade-off', 'visual analoge scale' en de ""willingness to pay'","Cheppih, Samira","['Edelaar-Peeters, Y.', 'Tollenaar, M.S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"De invloed van functioneringsniveau, communicatie en ondersteuning op agressie: Een onderzoek bij mensen met een verstandelijke beperking met zorgindicaties ZZP 6 en ZZP 7","Breejen, Renske den","['Dijkxhoorn, Y.M.', 'Wulms, G.', 'Winden, D. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Change and continuity in Xi Jinping’s belief system: Assessing operational code stability,"Heijden, Matthijs van der","['Bakker, F.', 'Irwin, G.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Sino-russian relations: True comrades or fake friends?,"Teslenko, Kirill","['Oversloot, J.', 'Boin, A.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Traumatic event domains and types of traumatic exposure significantly correlate with posttraumatic stress disorder symptom severity,"Heblij, W.J.","['Mouthaan, J.', 'Giezen, A.E. van', 'Gelderen, M. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Als ik iets gedaan wil krijgen, ga ik naar een mannelijke collega","Bos, Isabel","['Mickler, T.', 'Coppenolle, B. van']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Does oxytocin enhance placebo effect for pain in females?,"Buisman, L.A.","['Skvortsova, A.', 'Dijk, S. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Does surprise lead to conceptual change in young children?,"Holkers, Robert","['Schaik, J.E. van', 'Jolles, D.D.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
De Effectiviteit Van Een Causale Leesinterventie Om Leesbegrip Te Verbeteren.,"Nolles, Jasper","['Guda, M.C', 'Sikkema-De Jong, T.M.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
More than music: Soul searching and community building for young people in the Netherlands,"Hesse, Iris","['Postma, M.', 'Luning, S.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Een goede naam is beter dan olie: Was er een economisch motief voor de Irakoorlog?,"Ven, Jolien van der","[""Hart, R. 't"", 'Meijerink, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
But what about the real world? Using the aggressor-defender conflict game to investigate the effects of empathy on interpersonal conflicts,"Gerritzen, Willem","['Dreu, C. de', 'Griffin, M.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Leaders perceptions and behaviour due to group norm violation: Self perceived prototypicality, trust towards followers and punishing pattern among prototypical leaders","Mor, Nadav","['Molenmaker, W.E.', 'Hilbert, L.P.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"De invloed van tekstopmaak, leesmedium en leesattitude op tekstbegrip bij beginnende lezers","Buitendijk, L.","['Bansi, S.D.', 'Koornneef, A.W.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De voorspellende kracht van een geschiedenis van emotionele verwaarlozing op de mate van sensitiviteit van jongvolwassen vrouwen,"Willemsen, Amy","['Alink, L.', 'Pittner, K.']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
The influence of trust on pain: The role of trust in others in the effects of verbal suggestions on pain,"Clariska, Smit","['Peerdeman, K.', 'Meeuwis, S.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
The interpersonal effects of the expression of pride and relative performance on trust,"Beld, Lisa A.M.I. van den","['Lelieveld, G.', 'Dijk, E. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['interpersonal trust', 'group-focused pride', 'authentic pride', 'self-focused pride', 'hubristic pride', 'relative performance']"
De relatie tussen de ervaring van chaos in de thuisomgeving in de kindertijd en het executief functioneren in de volwassenheid: Heeft de ervaring van kindermishandeling een mediërende invloed,"Berg, Mariëlle van den","['Alink, L.', 'Prevoo, M.']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Emotion recognition, empathy and their association in typically developing Dutch and Taiwanese school-aged children","Paans, Bente","['Li, B.', 'Tsou, Y.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"""I want it all and I want it now"": The effects of temperal discounting on cooperation in social dilemmas","Leitsch, Louise","['Molenmaker, W.', 'Dreu, C. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Tanzania’s strategy for refugees under president Nyerere,"Antonioli, Filippo","['Longo, M.', 'Jentzsch, C.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,nl,,
"De effectiviteit van de VIPP-FI op responsiviteit van moeders, het uitoefenen van druk door moeders tijdens voedingssituaties en het gewicht van baby’s en dreumessen","Elfring, Noortje","['Veek, Shelly van der', 'Vliet, Merel van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Effects of tVNS on cognitive flexibility under different stimulation intensities,"Grammenos, V.","['Tona, K.D.', 'Beurs, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Participation and quality of life in children and adolescents with traumatic brain injury: A meta-analysis,"Jacobs, Lilliane","['Schuitema, I.', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Effecten van tranen en sekse op vertrouwen: Hoe subtiele oogbewegingen vertrouwen kunnen verwekken,"Troost, Renate","['Wehebrink, K.', 'Band, G.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De relatie tussen Theory of Mind en gedragsproblemen bij jonge kinderen,"Vlootman, Shannon","['Huijbregts, Stephan', 'Adrichem, D.S. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Oudercontact en internaliserende en externaliserende gedragsproblematiek bij pleegkinderen: Prosociaal gedrag als mediator,"Visser, Esther","['Goemans, A.', 'Geel, M. van']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Charitable donations: The role of psychological ownership and its predictors,"Luit, Mitchel van","['Boezeman, E.J.', 'Bullens, L.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Gezichtsevaluatie met oneffenheden: Het effect van oneffenheden in het gezicht op de beoordeling betrouwbaarheid en bereidheid tot coöperatief gedrag,"Meijer, Oscar","['Behrens, F.', 'Sjoerds, Z.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The change in Yitzhak Rabin: Researching possible changes in Rabin’s leadership style and implications for the Palestinian-Israeli conflict,"Ruig, Lisanne","['Bakker, F.', 'Pomorska, K.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The relationship between parental sensitivity and child cognitive functioning: An analysis of the mediation effect of inhibitory control,"Lodders, Nanda","['Meulen, M. van der', 'Bulk, B. van den']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['parental sensitivity', 'cognitive functioning', 'inhibitory control', 'mediation', 'child development']"
"Social mindfulness, it starts with you: Examining if social mindfulness is inherently more active than reactive","Berk, Tim van den","['Gross, J.A.J.', 'Doesum, N.J. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Effects of inhibitory control training in children on executive functioning,"Mark, Nicole van der","['Peters, S.', 'Schel, M.A.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The relationship between cardiovascular risk factors and cognitive functioning related to Alzheimer's Disease in a population of healthy elderly,"Havers, Christel","['Peerdeman, K.', 'Habers, G.E.A.', 'Prins, S.', ""Hart, E. 't""]",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Comparing the needs and motives of the providing and receiving group in strategic intergroup helping: Warmth and competence as important motives in strategic helping,"Wahle, Joey","['Leeuwen, E.A.C. van', 'Boezeman, E.J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Het viertakt model en digitale prentenboeken: Een onderzoek naar de effectiviteit van het viertakt model en het aanbieden van E-prentenboeken op de woordenschat en het verhaalbegrip van kleuters,"Ketelaar, Karen","['Ketelaar, Karen']",2018,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Donor influence in a non-traditional multilateral development bank: China's control over the distribution of AIIB funds to Pakistan,"Hilhorst, Marjon","['Haer, R. van der', 'Pellikaan, H.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Woordenschat bij kleuters: De invloed van het gebruik van het Viertaktmodel bij digitale prentenboeken en de rol van executieve functies op woordenschatontwikkeling,"Belleman, Sonja","['Dijken, Marianne van', 'Sikkema-de Jong, Marga']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Poverty and social emotions: The effect of social shame on divergent thinking,"Shabrina, Zafira Rahmania Nur","['Stallen, M.', 'Dijk, W. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['shame', 'decision-making']"
COP15 and COP21 compared: Was there true EU environmental leadership?,"Bense, Valérie","['Pomorska, K.', 'Boin, A.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
De invloed van hardop lezen op het leesproces,"Verloop, Chantal","['Koornneef, Arnout', 'Moort, Marloes van']",2018,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Differences in emotion regulation and affective lability: A comparison between naturally cycling women, oral contraceptive users and Mirena carriers","Haverkamp, Ymkje","['Hamstra, D.A.', 'Mouthaan, J.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De relatie tussen slechte slaapkwaliteit en depressieve klachten onder studenten,"Wolf, Sanne","['Berg, J. van den', 'Beurs, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Navigating normality: A study on the experiences of international muslim students at Leiden University,"Nabi, Ghada Gulam","['Kripe, Z.', 'Barendregt, B.', 'Verheijen, J.']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
De relatie tussen angst en de hormonale anticonceptiepil: Bachelorthesis over het verschil tussen pilgebruiksters en vrouwen met een natuurlijke cyclus in ervaren symptomen van klinische angst,"Brouwer, Els","['Hamstra, D.', 'Bruijn, E. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Behavioural adjustment following an alarm signal in the cingulate-insula network: Examining the shared sensitivity of pain tolerance and social conformity and the role of fear of negative evaluation,"Schinoplokakis, Michalis","['Bruijn, E.R.A. de', 'Hamstra, D.A.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Influence of group-efficacy and choice architecture on household's contribution to a carbon offset project,"Dieleman, Meike","['Mors ter, E. ter', 'Lelieveld, G.J.']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Catching attention: The effects of age, familiarity and emotional expression of a facial stimulus on the allocation of attention","Blankevoort, Belle Z.","['Kret, M.E.', 'Du, X.', 'Sellaro, R.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Multipele-regressieanalyse op multipel geïmputeerde data: De invloed van het aantal predictoren in een regressiemodel op de werking van verschillende combinatieregels voor R²,"Belguebli, Louisa","['Ginkel, J. van', 'Rooij, M. de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het ontstaan van de Irakoorlog in 2003 vanuit het offensief realisme,"Kersjes, Liam","[""Hart, R. 't"", 'Meijerink, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"Puberty as a sensitive period: Sleep as a mediator of puberty, risk-taking behavior, and mental health issues","MacDonald, Nathalie","['Op de Macks, Z.A.', 'Groep, S. van de']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"NATO nuclear sharing, between deterrence and disarmament","Jovetic, Mihailo","['Willigen, Niels van', 'Thomas, D.']",2018,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Een garantie voor vrede,"Park, Niels","['Verschoor, M.', 'Mansvelt Beck, F.']",2018,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
The role of gender on the influence of expectations on the conditioned pain modulation-effect,"Snellink, Tessa","['Veldhuijzen, D.S.', 'Skvortsova, A.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Baby’s first bite: Does repeated exposure to vegetables influence the vegetable intake of an infant and maternal self-efficacy to provide healthy foods to her baby?,"Harbouch, Wissam","['Veek, S. van der', 'Middendorp, H. van']",2018,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
A comparison between Lasso and OLS regression in predicting science identification: A study regarding predictive validity,"Farisi, Btissame el","['Rooij, M. de', 'Schouten, T.']",2018,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
#BlackLivesMatter: Hoe een hashtag heeft bijgedragen aan de internationale discussie omtrent ras,"Herwijnen, Suzanne van","['Rana, J.', 'Maaker, E. de']",2018,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
