title,author,supervisors,date,faculty,program,type,language,abstract,keywords
De effectiviteit van drie versies van een CVM-videotraining voor het aflezen van CVM-voortgangsgrafieken,"Dussen, Anne van der","['Bosch, R.M. van den', 'Chung, S.']",2017,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,,
The willingness to donate to a community: The role of psychological ownership of the community and its predictors,"Hoff, Erik van den","['Boezeman, E.J.', 'Staats, H.J.A.M.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Psychological ownership of the organization', 'community psychology']"
"The relationship between attention bias, interpretation bias, parents' attention bias, and psychopathology in children with an anxiety disorder","Marouf, Esraa","['Peerdeman, K.J.', 'Schuitema, I.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['childhood and adolescent anxiety disorders', 'attention bias', 'interpretation bias', 'dot-probe task', ""parents' psychopathology""]"
Het effect van gedragsinhibitie als mediator op de relatie tussen (subklinische) sociale angst en de mate van schaamte in de sociale norm taak,"Maliani, Maroua el","['Bas-Hoogendam, J.M.', 'Westenberg, P.M.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Children’s sleep quality: The relation between household chaos and children’s sleep quality with parental sensitivity as moderating factor,"Rietema, Nienke","['Achterberg, M.', 'Steinbeis, N.A.J.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Sleep quality', 'Household quality', 'Children']"
The effect of asymmetric information and unexpected outcomes on trustworthiness,"Leersum, Kwint van","['Schutter, M.', 'Kwaadsteniet, E.W.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['trust', 'trustworthiness', 'trust game', 'information asymmetry']"
"The association between anxious and depressive symptoms, lifestyle behaviors and demographic factors in Dutch cardiac rehabilitation patients: A cross-sectional study in a Dutch nationwide sample","Buts, S.A.","['Janssen, V.R.', 'Meulemans, Y.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De rol van veerkracht in het verband tussen psychotrauma en PTSS-klachten: Een mediërend of modererend effect?,"Wetering, Ciska van de","['Mouthaan, J.', 'Haringsma, R.']",2017,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Insomnia in Celiac Disease (CD) Patients,"Rauh, Milan","['Hees, N.J.M.', 'Haringsma, R.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['celine disease', 'insomnia', 'anxiety', 'health-related quality of life', 'physical symptoms']"
How emotion regulation strategies moderate the influence of disgust sensitivity on crime scene evaluations,"Weerts, Esther","['Dillen, L.F. van', 'Lelieveld, G.']",2017,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['morality', 'social norms', 'prosocial behavior']"
